,ACCOUNTSPAYABLEANDACCRUEDLIABILITIESCURRENT,ACCOUNTSPAYABLECURRENT,ACCOUNTSPAYABLEOTHERCURRENT,ACCOUNTSPAYABLERELATEDPARTIESCURRENT,ACCOUNTSPAYABLETRADECURRENT,ACCRUEDLIABILITIESCURRENT,BANKOVERDRAFTS,BRIDGELOAN,CAPITALLEASEOBLIGATIONSCURRENT,CAPITALLEASEOBLIGATIONSNONCURRENT,CIK,COMMERCIALPAPER,COMMERCIALPAPERNONCURRENT,CONSTRUCTIONLOAN,CONSTRUCTIONLOANNONCURRENT,CONVERTIBLEDEBTCURRENT,CONVERTIBLEDEBTNONCURRENT,CONVERTIBLELONGTERMNOTESPAYABLE,CONVERTIBLENOTESPAYABLECURRENT,CONVERTIBLESUBORDINATEDDEBTCURRENT,CONVERTIBLESUBORDINATEDDEBTNONCURRENT,DATE,DEBTCURRENT,EXTRACTCODE,FINALLONGTERM,FINALSHORTTERM,JUNIORSUBORDINATEDLONGTERMNOTES,JUNIORSUBORDINATEDNOTESCURRENT,LIABILITIESCURRENT,LIABILITIESNONCURRENT,LIABILITIESOTHERTHANLONGTERMDEBTNONCURRENT,LINESOFCREDITCURRENT,LOANSPAYABLECURRENT,LOANSPAYABLETOBANKCURRENT,LONGTERMCOMMERCIALPAPERCURRENT,LONGTERMCONSTRUCTIONLOANCURRENT,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONS,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONSCURRENT,LONGTERMDEBTCURRENT,LONGTERMDEBTNONCURRENT,LONGTERMLINEOFCREDIT,LONGTERMLOANSFROMBANK,LONGTERMLOANSPAYABLE,LONGTERMNOTESANDLOANS,LONGTERMNOTESPAYABLE,LONGTERMPOLLUTIONCONTROLBOND,LONGTERMPOLLUTIONCONTROLBONDCURRENT,LONGTERMTRANSITIONBOND,LONGTERMTRANSITIONBONDCURRENT,MEDIUMTERMNOTESCURRENT,NAME,NOTESANDLOANSPAYABLECURRENT,NOTESPAYABLECURRENT,NOTESPAYABLETOBANKCURRENT,NOTESPAYABLETOBANKNONCURRENT,OTHERACCRUEDLIABILITIESCURRENT,OTHERLIABILITIESCURRENT,OTHERLOANSPAYABLECURRENT,OTHERLOANSPAYABLELONGTERM,OTHERLONGTERMDEBTCURRENT,OTHERLONGTERMDEBTNONCURRENT,OTHERLONGTERMNOTESPAYABLE,OTHERNOTESPAYABLECURRENT,OTHERSHORTTERMBORROWINGS,SECUREDDEBTCURRENT,SECUREDLONGTERMDEBT,SECURITIESSOLDUNDERAGREEMENTSTOREPURCHASE,SENIORLONGTERMNOTES,SENIORNOTESCURRENT,SHORTTERMBANKLOANSANDNOTESPAYABLE,SHORTTERMBORROWINGS,SHORTTERMNONBANKLOANSANDNOTESPAYABLE,SUBORDINATEDDEBTCURRENT,SUBORDINATEDLONGTERMDEBT,UNSECUREDDEBTCURRENT,UNSECUREDLONGTERMDEBT,WAREHOUSEAGREEMENTBORROWINGS
2,39.8,159.8,,,,,,,,,866729,,,,,,,,,,,2004-01-09,,HTML,479.3,39.8,,,591.9,545.6,66.3,,,,,,,,,479.3,,,,,,,,,,,SCHOLASTIC CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4839634.0,4839634.0,,,,,,,,,1092796,,,,,,,,,,,2004-01-09,1072766.0,HTML,,1072766.0,,,24171158.0,,19251589.0,,,,,,,1072766.0,1072766.0,,,,,,,,,,,,SMITH & WESSON HOLDING CORP,1072766.0,1072766.0,,,,,,,,,,,,,,,,,,,,,,,,
4,6137667.0,6137667.0,,,,,,,,,1092796,,,,,,,,,,,2004-01-09,2073252.0,HTML,,2073252.0,,,28242376.0,,16804754.0,,,,,,,2073252.0,2073252.0,,,,,,,,,,,,SMITH & WESSON HOLDING CORP,2073252.0,2073252.0,,,,,,,,,,,,,,,,,,,,,,,,
5,43809.0,43809.0,,,,,,,,,724742,,,,,,,,,,,2004-01-09,,TEXT,,43809.0,,,61264.0,,1872.0,,,,,,,,,,,,,,,,,,,,SYMS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
6,113113.0,,,,,,,,,,96879,,,,,,,,,,,2004-01-09,993.0,HTML,60271.0,993.0,,,201307.0,143383.0,235908.0,,,,,,,993.0,993.0,60271.0,,,,,,,,,,,TEKTRONIX INC,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30973.0,16193.0,,,,14780.0,,,,,877273,,,,,,,,,,,2004-01-09,909.0,HTML,1614.0,909.0,,,41844.0,45644.0,,,,,,,,909.0,909.0,1614.0,,,,,,,,,,,VANS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4655.0,3956.0,,,,,,,,,949956,,,,,,,,,,,2004-01-09,,HTML,38715.0,4655.0,,,38715.0,38715.0,,,,,,,,,,,,,,,,,,,,,VERITY INC \DE\,,,,,699.0,,,,,,,,,,,,,,,,,,,,,
9,4546544.0,4546544.0,,,,,,,,,779681,,,,,,,,,,,2004-01-09,,TEXT,31342770.0,4546544.0,,,8941238.0,31342770.0,,,,,,,,,,,,,,,,,,,,,VERTEX INTERACTIVE INC,,,,,,4394694.0,,,,,,,,,,,,,,,,,,,,
0,250904.0,28449.0,,,,,,,,,940944,,,,,,,,,,,2004-01-06,70900.0,TEXT,655066.0,70900.0,,,694543.0,1531282.0,,,,,,,,,,655066.0,,,,,,,,,,,DARDEN RESTAURANTS INC,,,,,222455.0,,,,,,,,,,,,,,,70900.0,,,,,,
1,1933.0,1296.0,,,,,,,,,40704,,,,,,,,,,,2004-01-06,157.0,HTML,7817.0,157.0,,,3135.0,13738.0,,,,,,,,157.0,157.0,7817.0,,,,,,,,,,,GENERAL MILLS INC,,,,,637.0,,,,,,,,,,,,,,,,,,,,,
2,6307.0,6307.0,,,,,,,,,351012,,,,,,,,,,,2004-01-06,296.0,TEXT,4233.0,296.0,,,23188.0,,,,,,,,,296.0,296.0,4233.0,,,,,,,,,,,INTERMAGNETICS GENERAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14878.0,13406.0,,,,,,,,,921365,,,,,,,,,,,2004-01-06,,HTML,25000.0,14878.0,,,19589.0,44589.0,,,,,,,,,,25000.0,,,,,,,,,,,MERIX CORP,,,,,1472.0,,,,,,,,,,,,,,,,,,,,,
4,14.6,108.2,,,,,,,,,70530,,,,,,,,,,,2004-01-06,22.4,TEXT,373.20000000000005,22.4,,,373.2,554.1,180.9,,,,,,,22.4,22.4,0.0,,,,,,,,,,,NATIONAL SEMICONDUCTOR CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4628.0,4628.0,,,,,,,449.0,584.0,1087423,,,,,,,,,,,2004-01-06,449.0,HTML,,449.0,,,71576.0,,,,,,,,,449.0,,,,,,,,,,,,,RED HAT INC,,,,,,,,,,,,,,,,,,,,,,,,,,
6,433169.0,275834.0,,15156.0,,142179.0,,,,,1199114,,,,,,,,,,,2004-01-06,13123.0,HTML,619946.0,13123.0,,,437476.0,1149607.0,13041.0,,,,,,,13123.0,13123.0,619946.0,,,,,,,,,,,S&C HOLDCO 3 INC,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9576.0,5782.0,,,,,,,,,1041095,,,,,,,,,,,2004-01-06,,HTML,50142.0,9576.0,,,47317.0,50839.0,697.0,,,,,,,,,,,,,,,,,,,,U S LIQUIDS INC,,,,,602.0,,,,,,,,,,,,,,,,,,,,,
8,12187.0,44247.0,,,,,,,,,6845,,,,,,,,,,,2004-01-07,390.0,HTML,41700.0,390.0,,,105427.0,9490.0,12802.0,,,,,,,390.0,390.0,41700.0,,,,,,,,,,,APOGEE ENTERPRISES INC,,,,,17703.0,,,,,,,,,,,,,,,,,,,,,
9,7212.0,,,,,,,,921.0,266.0,70033,,,,,,,,,,,2004-01-07,7511.0,HTML,319598.0,7511.0,,,121285.0,484711.0,31513.0,,,,,,,7511.0,6590.0,319598.0,,,,,,,,,,,NDCHEALTH CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24350.0,16253.0,,,,8097.0,,,,,788983,,,,,,,,,,,2004-01-07,42472.0,HTML,110041.0,42472.0,,,82152.0,195658.0,,,,,,,,42472.0,42472.0,110041.0,,,,,,,,,,,PORTOLA PACKAGING INC,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10307000.0,5264000.0,,,,5043000.0,,,,,62262,,,,,,,,,,,2004-01-07,1263000.0,HTML,19641000.0,1263000.0,,,15369000.0,22282000.0,2641000.0,,,,,,,1263000.0,1263000.0,19641000.0,,,,,,,,,,,SUMMA INDUSTRIES/,,,,,,,,,,,,,,,,,,,,,,,,,,
2,378170.0,,,,,,,,,,98338,,,,,,,,,,,2004-01-07,,TEXT,,378170.0,,,3937193.0,,,,,,,,,,,,,,,,,,,,,,TSR INC,,,,,2008318.0,,,,,,,,,,,,,,,,,,,,,
3,19941059.0,10583134.0,,,,9357925.0,,,,,8947,,,,,,,,,,,2004-01-08,13750000.0,HTML,25250000.0,13750000.0,,,25491059.0,,,,,,,,,13750000.0,13750000.0,25250000.0,,,,,,,,,,,AZZ INC,,,,,,,,,,,,,,,,,,,,,,,,,,
4,33832.0,11457.0,,,,22375.0,,,,,726514,,,,,,,,,,,2004-01-08,,HTML,196034.0,33832.0,,,53709.0,196034.0,,,,,,,,,,,,,,,,,,,,,ELECTRO SCIENTIFIC INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,
5,551479.0,,,,,,,,,,34408,,,,,,,,,,,2004-01-08,,HTML,,551479.0,,,582527.0,,,,,,,,,,,,,,,,,,,,,,FAMILY DOLLAR STORES INC,,,,,,,,,,,,,,,,,,,,,,,,,,
6,31797.0,11891.0,,,,4468.0,,,,,1141517,,,,,,,,,,,2004-01-08,905.0,HTML,968.0,905.0,,,128120.0,132741.0,3653.0,,,,,,,905.0,905.0,968.0,,,,,,,,,,,LAWSON SOFTWARE INC,,,,,15438.0,,,,,,,,,,,,,,,,,,,,,
7,21547667.0,21547667.0,,,,,,,,,718074,,,,,,,,,,,2004-01-08,,HTML,276646.0,21547667.0,,,25117037.0,276646.0,,,,,,,,,,,,,,,,,,,,,NU HORIZONS ELECTRONICS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,27425,,,,,,,,,,,2004-01-09,,FAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,AMCAST INDUSTRIAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
9,45792.0,7008.0,,,,38784.0,6000.0,,,4613.0,849101,,,,,,,,,,,2004-01-09,122237.0,TEXT,47561.0,6000.0,,,209127.0,263497.0,2196.0,,,,,,,116237.0,,47561.0,,,,,,,,,,,AVADO BRANDS INC,,,,,,,,,,,,,,,,,,,,6000.0,,,,,,
4,4433307.0,3886493.0,,,,,,,,,909832,,,,,,,,,,,2004-01-02,17063.0,HTML,1303207.0,17063.0,,,5949786.0,7461111.0,,,,,,,,,,1303207.0,,,,,,,,,,,COSTCO WHOLESALE CORP /NEW,,,,,546814.0,,,,,,,,,,,,,,,17063.0,,,,,,
5,13532.0,13532.0,,,,,,,,,16099,,,,,,,,,,,2004-01-02,,HTML,145693.0,13532.0,,,130167.0,145693.0,,,,,,,,,,,,,,,,,,,,,LUBYS INC,,,,,,20311.0,,,,,,,,,,,,,,,,,,,,
6,2753.0,1220.0,,,,,,,,,23217,,,,,,,,,,,2004-01-05,425.70000000000005,HTML,17.0,101.6,,,3532.0,9634.0,961.2,,,,,,,324.1,324.1,17.0,,,,,,,,,,,CONAGRA FOODS INC /DE/,,,,,1533.0,,,,,,,,,,,,,,,101.6,,,,,,
7,88687.0,88687.0,,,,,,,,,886137,,,,,,,,,,,2004-01-05,,HTML,,88687.0,,,120980.0,,,,,,,,,,,,,,,,,,,,,,FINISH LINE INC /DE/,,,,,,,,,,,,,,,,,,,,,,,,,,
8,74171.0,74171.0,,,,,,,,,857323,,,,,,,,,,,2004-01-05,11391.0,TEXT,557912.0,2379.0,,,360655.0,,,,,,,,,9012.0,9012.0,557912.0,,,,,,,,,,,GTECH HOLDINGS CORP,,,,,,,,,,,,,,,,,,,,2379.0,,,,,,
9,5839.0,4501.0,,,,1018.0,,,,,764478,,,,,,,,,,,2004-01-06,13.0,HTML,836.0,13.0,,,5954.0,276.0,,,,,,,,13.0,13.0,836.0,,,,,,,,,,,BEST BUY CO INC,,,,,320.0,,,,,,,,,,,,,,,,,,,,,
0,25499.0,12977.0,,,,,,,,,62234,,,,,,,,,,,2004-01-12,56744.0,HTML,192175.0,56744.0,,,108636.0,,,,,,,,,56744.0,56744.0,192175.0,,,,,,,,,,,MARCUS CORP,,,,,12522.0,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,70502,,,,,,,,,,,2004-01-12,,HTML,15055308.0,,,,,,,,,,,,,,,15055308.0,,,,,,,,,,,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1525.8000000000002,533.1,,,,992.7,,,,,320187,,,,,,,,,,,2004-01-12,206.1,TEXT,649.6,206.1,,,1996.0,,,,,,,,,206.1,206.1,649.6,,,,,,,,,,,NIKE INC,,,,,,,,,,,,,,,,,,,,,,,,,,
3,265059.0,131010.0,,,,,,,,,1100389,,,,,,,,,,,2004-01-12,,HTML,70970.0,265059.0,,,26087.0,72870.0,1900.0,,,,,,,,,,,,,,,,,,,,PALMONE INC,,,,,134049.0,,,,,,,,,,,,,,,,,,,,,
4,14839.0,6743.0,,,,,,,,,1178056,,,,,,,,,,,2004-01-12,,HTML,,14839.0,,,26517.0,,,,,,,,,,,,,,,,,,,,,,PALMSOURCE INC,,,,,8096.0,,,,,,,,,,,,,,,,,,,,,
5,934599.0,934599.0,,,,,,,,,84129,,,,,,,,,,,2004-01-12,23114.0,HTML,3453757.0,23114.0,,,1678917.0,6397413.0,855989.0,,,,,,,23114.0,260766.0,3453757.0,,,,,,,,,,,RITE AID CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1664.0,1500.0,,,,,,,,,835541,,,,,,,,,,,2004-01-12,959.5,HTML,1832.0,959.5,,,3438.0,5325.0,33.2,,,,,,,,,1832.0,,,,,,,,,,,SOLECTRON CORP,,,,,164.0,,,,,,,,,,,,,,,959.5,,,,,,
7,26980.0,7305.0,,,,19675.0,,,,9298.0,868611,,,,,,,,,,,2004-01-12,56613.0,HTML,123148.0,56613.0,,,38729.0,,14269.0,,,,,,,56613.0,56613.0,123148.0,,,,,,,,,,,SONIC CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
8,138.6,138.6,,,,,,,,,1050825,,,,,,,,,,,2004-01-12,29.4,HTML,278.9,29.4,,,515.6,1072.0,42.6,,,,,,,,,278.9,,,,,,,,,,,STEELCASE INC,,,,,,,,,,,,,,,,,,,,,,,,,,
9,697431.0,1868255.0,,,,,,,,,715073,,,,,,,,,,,2004-01-12,,TEXT,3812298.0,697431.0,,,3812298.0,3812298.0,,,,,,,,,,,,,,,,,,,,,WEGENER CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2.0,2.0,,,,,,,,,42228,,,,,,,,,,,2004-01-13,,TEXT,843862.0,2.0,,,7.0,2.0,,,,,,,,,,843862.0,,,,843862.0,843862.0,,,,,,GOLDEN ENTERPRISES INC,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8017.0,3638.0,,,,3636.0,,,,,351298,,,,,,,,,,,2004-01-13,383.0,HTML,2085.0,383.0,,,9031.0,13034.0,1918.0,,,,,,,383.0,383.0,2085.0,,,,,,,,,,,HEI INC,,,,,743.0,,,,,,,,,,,,,,,,,,,,,
2,1774511.0,1774511.0,,,,,,,,,935007,,,,,,,,,,,2004-01-13,9800000.0,HTML,12500000.0,9800000.0,,,19961091.0,37409770.0,1543168.0,,,,,,,9800000.0,9800000.0,12500000.0,,,,,,,,,,,HORIZON HEALTH CORP /DE/,,,,,,,,,,,,,,,,,,,,,,,,,,
3,172405.0,153405.0,,,,19000.0,,,,,934798,,,,,,,,,,,2004-01-13,5000.0,TEXT,331329.0,5000.0,,,187513.0,,,,,,,,,5000.0,5000.0,331329.0,,,,,,,,,,,ICON HEALTH & FITNESS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
4,172405.0,153405.0,,,,19000.0,,,,,785312,,,,,,,,,,,2004-01-13,5000.0,TEXT,331329.0,5000.0,,,187513.0,,,,,,,,,5000.0,5000.0,331329.0,,,,,,,,,,,ICON INTERNATIONAL HOLDINGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
5,172405.0,153405.0,,,,19000.0,,,,,1182076,,,,,,,,,,,2004-01-13,5000.0,TEXT,331329.0,5000.0,,,187513.0,,,,,,,,,5000.0,5000.0,331329.0,,,,,,,,,,,ICON IP INC,,,,,,,,,,,,,,,,,,,,,,,,,,
6,724.0,724.0,,,,,,,2401.0,1.0,1025134,,,,,,,,,,,2004-01-13,2401.0,HTML,6959.0,2401.0,,,5753.0,6959.0,,,,,,,,2401.0,,,,,,,,,,,,,INTRAWARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,
7,21866.0,,,,16242.0,,,,,,806817,,,,,,,,,,,2004-01-13,,TEXT,41185.0,21866.0,,,38080.0,41185.0,,,,,,,,,,,,,,,,,,,,,JENNIFER CONVERTIBLES INC,,,,,5624.0,,,,,,,,,,,,,,,,,,,,,
8,172405.0,153405.0,,,,19000.0,,,,,1101201,,,,,,,,,,,2004-01-13,5000.0,TEXT,331329.0,5000.0,,,187513.0,,,,,,,,,5000.0,5000.0,331329.0,,,,,,,,,,,JUMPKING INC,,,,,,,,,,,,,,,,,,,,,,,,,,
9,604.1,127.0,,,,477.1,,,,,737874,,,,,,,,,,,2004-01-13,76.0,HTML,1208.0,76.0,,,69.5,2641.0,526.6,,,,,,,76.0,76.0,1208.0,,,,,,,,,,,LAIDLAW INTERNATIONAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1656.0,1656.0,,,,,,,,,720480,,,,,,,,,,,2004-01-14,1067.0,TEXT,68149.0,1067.0,,,13404.0,68149.0,,,,,,,,1067.0,1067.0,,,,,,,,,,,,ATC HEALTHCARE INC /DE/,1067.0,1067.0,,,,,,,,,,,,,,,,,,,,,,,,
1,2745413.0,2745413.0,,,,,,,,,826253,,,,,,,,,,,2004-01-14,,HTML,,2745413.0,,,18563696.0,,,,,,,,,,,,,,,,,,,,,,AURA SYSTEMS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55442.0,34852.0,,,,20590.0,,,,,1045543,,,,,,,,,,,2004-01-14,649.0,HTML,182062.0,649.0,,,107435.0,321447.0,2033.0,,,,,,,649.0,649.0,182062.0,,,,,,,,,,,BELL OIL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2537.0,730.0,,,,280.0,,,,,355007,,,,,,,,,,,2004-01-14,,HTML,5633.0,2537.0,,,4953.0,5633.0,,,,,,,,,,,,,,,,,,,,,BIO LOGIC SYSTEMS CORP,,,,,1527.0,,,,,,,,,,,,,,,,,,,,,
4,2209.0,6616.0,,,,14681.0,,,,,319697,,,,,,,,,,,2004-01-14,55932.0,HTML,9283.0,55932.0,,,82274.0,93611.0,534.0,,,,,,,55932.0,55932.0,9283.0,,,,,,,,,,,BULL RUN CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6353209.0,6353209.0,,,,,,,,,830524,,,,,,,,,,,2004-01-14,2442336.0,HTML,5075092.0,2442336.0,,,13904820.0,,,,,,,,,2442336.0,2442336.0,5075092.0,,,,,,,,,,,CHASE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
6,149145.0,56271.0,,,,92874.0,,,,,723254,,,,,,,,,,,2004-01-14,23492.0,HTML,482850.0,23492.0,,,322251.0,,,,,,,,,23492.0,23492.0,482850.0,,,,,,,,,,,CINTAS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
7,230293.0,,,,230293.0,,,,,,22444,,,,,,,,,,,2004-01-14,89035.0,HTML,362365.0,89035.0,,,457755.0,,27069.0,,,,,,,89035.0,89035.0,362365.0,,,,,,,,,,,COMMERCIAL METALS CO,,,,,,,,,,,,,,,,,,,,,,,,,,
8,340070.0,340070.0,,,,,,,,,16918,,,,,,,,,,,2004-01-14,65833.0,TEXT,1970819.0,65833.0,,,1113324.0,,,,,,,,,65833.0,65833.0,1970819.0,,,,,,,,,,,CONSTELLATION BRANDS INC,168041.0,168041.0,168041.0,,,475503.0,,,,,,,,,,,,,,,,,,,,
9,20.0,20.0,,,,,,,,,902277,,,,,,,,,,,2004-01-14,248.0,TEXT,1.0,248.0,,,61.0,,,,,,,,,248.0,248.0,1.0,,,,,,,,,,,DELTA & PINE LAND CO,248.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,
0,15002.0,11861.0,,,,,,,,,1005286,,,,,,,,,,,2004-01-13,1238.0,HTML,3235.0,1238.0,,,35106.0,,,,,,,,,1238.0,1238.0,3235.0,,,,,,,,,,,LANDEC CORP \CA\,,,,,3141.0,,,,,,,,,,,,,,,,,,,,,
1,20330.0,20330.0,,,,,,,,,755003,,,,,,,,,,,2004-01-13,6278.0,HTML,37667.0,6278.0,,,43799.0,609.0,,,,,,,,6278.0,6278.0,37667.0,,,,,,,,,,,MATERIAL SCIENCES CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
2,45629000.0,34534000.0,,,,,,,,,52532,,,,,,,,,,,2004-01-13,4156000.0,HTML,24771000.0,4156000.0,,,49785000.0,99957000.0,,,,,,,,4156000.0,4156000.0,24771000.0,,,,,,,,,,,MERCURY AIR GROUP INC,,,,,11095000.0,,,,,,,,,,,,,,,,,,,,,
3,148.3,,,,,148.3,,,,,66382,,,,,,,,,,,2004-01-13,,HTML,,148.3,,,148.3,,,,,,,,,,,,,,,,,,,,,,MILLER HERMAN INC,,,,,,,,,,,,,,,,,,,,,,,,,,
