,DATE,CIK,ELEMENTYPE,TEXT
7,1998-01-13,898293,TEXT,
8,1998-01-13,806817,TEXT,
9,1998-01-13,1009416,TEXT,
0,1998-01-09,1023339,TEXT,
1,1998-01-09,885049,TEXT,
2,1998-01-09,350067,TEXT,
3,1998-01-09,107687,TEXT,
4,1998-01-09,108703,TEXT,
5,1998-01-12,708484,TEXT,
6,1998-01-12,1044269,TEXT,
7,1998-01-12,886158,TEXT,
8,1998-01-12,351346,TEXT,
9,1998-01-12,356037,TEXT,
0,1998-01-13,738076,TEXT,
1,1998-01-13,1750,TEXT,
2,1998-01-13,828530,TEXT,
3,1998-01-13,922812,TEXT,
4,1998-01-13,6845,TEXT,
5,1998-01-13,6955,TEXT,
6,1998-01-13,785080,TEXT,
7,1998-01-13,844161,TEXT,
8,1998-01-13,19704,TEXT,
9,1998-01-13,1018005,TEXT,
0,1998-01-14,1040270,TEXT,
1,1998-01-14,1045539,TEXT,
2,1998-01-14,101462,TEXT,
3,1998-01-14,830253,TEXT,
4,1998-01-14,1045539,TEXT,
5,1998-01-14,1045540,TEXT,
6,1998-01-14,1045540,TEXT,
7,1998-01-14,1045541,TEXT,
8,1998-01-14,701856,TEXT,
9,1998-01-14,797556,TEXT,
0,1998-01-14,32166,TEXT,
1,1998-01-14,783005,TEXT,
2,1998-01-14,822367,TEXT,
3,1998-01-14,1038185,TEXT,
4,1998-01-14,1013237,TEXT,
5,1998-01-14,34408,TEXT,
6,1998-01-14,34616,TEXT,
7,1998-01-14,820242,TEXT,
8,1998-01-14,928054,TEXT,
9,1998-01-14,886206,TEXT,
0,1998-01-13,1038315,TEXT,
1,1998-01-13,875523,TEXT,
2,1998-01-13,755003,TEXT,
3,1998-01-13,1032067,TEXT,
4,1998-01-13,921365,TEXT,
5,1998-01-13,948218,TEXT,
6,1998-01-13,1007507,TEXT,
7,1998-01-13,1007783,TEXT,
8,1998-01-13,69623,TEXT,
9,1998-01-13,93736,TEXT,
0,1998-01-08,885046,TEXT,
1,1998-01-08,887025,TEXT,
2,1998-01-08,872836,TEXT,
3,1998-01-09,883943,TEXT,
4,1998-01-09,730255,TEXT,
5,1998-01-09,718915,TEXT,
6,1998-01-09,816249,TEXT,
7,1998-01-09,816249,TEXT,
8,1998-01-09,23249,TEXT,
9,1998-01-09,33002,TEXT,
0,1998-01-14,47268,TEXT,
1,1998-01-14,1016628,TEXT,
2,1998-01-14,1031258,TEXT,
3,1998-01-14,736822,TEXT,
4,1998-01-14,1045546,TEXT,
5,1998-01-14,1045547,TEXT,
6,1998-01-14,818017,TEXT,
7,1998-01-14,775163,TEXT,
8,1998-01-14,764244,TEXT,
9,1998-01-14,755872,TEXT,
0,1998-01-12,225261,TEXT,
1,1998-01-12,40703,TEXT,
2,1998-01-12,44041,FAILED,
3,1998-01-12,857323,TEXT,
4,1998-01-12,818968,TEXT,
5,1998-01-12,823277,TEXT,
6,1998-01-12,876625,TEXT,
7,1998-01-12,859368,TEXT,
8,1998-01-12,723125,TEXT,
9,1998-01-12,1003078,TEXT,
0,1998-01-14,723531,TEXT,
1,1998-01-14,739608,TEXT,
2,1998-01-14,937598,TEXT,
3,1998-01-14,78716,TEXT,
4,1998-01-14,883558,TEXT,
5,1998-01-14,859917,TEXT,
6,1998-01-14,788983,TEXT,
7,1998-01-14,1045543,TEXT,
8,1998-01-14,1045544,TEXT,
9,1998-01-14,888507,TEXT,
0,1998-01-06,62418,TEXT,
2,1998-01-06,823387,TEXT,
3,1998-01-06,853444,TEXT,
4,1998-01-06,853444,TEXT,
5,1998-01-06,868825,TEXT,
6,1998-01-06,62262,TEXT,
7,1998-01-07,764478,TEXT,
8,1998-01-07,23217,TEXT,
9,1998-01-07,832922,TEXT,
0,1998-01-14,1045639,TEXT,
1,1998-01-14,792341,TEXT,
2,1998-01-14,728258,TEXT,
3,1998-01-14,887949,TEXT,
4,1998-01-14,1045541,TEXT,
5,1998-01-14,1045542,TEXT,
6,1998-01-14,101462,TEXT,
7,1998-01-14,1040270,TEXT,
8,1998-01-14,830253,TEXT,
9,1998-01-14,740103,TEXT,
0,1998-01-14,3570,TEXT,
1,1998-01-14,1046311,TEXT,
2,1998-01-14,104599,TEXT,
3,1998-01-14,1031595,TEXT,
4,1998-01-14,22872,TEXT,
5,1998-01-14,844008,TEXT,
6,1998-01-14,796122,TEXT,
7,1998-01-14,835015,TEXT,
8,1998-01-14,1041075,TEXT,
9,1998-01-14,718482,TEXT,
0,1998-01-14,1041803,TEXT,
1,1998-01-14,1017815,TEXT,
2,1998-01-14,805900,TEXT,
3,1998-01-14,893046,TEXT,
4,1998-01-14,901620,TEXT,
5,1998-01-14,922204,TEXT,
6,1998-01-14,110621,TEXT,
7,1998-01-14,912603,TEXT,
8,1998-01-14,866729,TEXT,
9,1998-01-14,87565,TEXT,
0,1998-01-14,102710,TEXT,
1,1998-01-14,839087,TEXT,
2,1998-01-14,949956,TEXT,
3,1998-01-14,879970,TEXT,
4,1998-01-14,1045545,TEXT,
5,1998-01-14,1045546,TEXT,
6,1998-01-14,837173,TEXT,
7,1998-01-14,1046209,TEXT,
8,1998-01-14,105076,TEXT,
9,1998-01-14,105132,TEXT,
0,1998-01-14,920947,TEXT,
1,1998-01-14,818010,TEXT,
2,1998-01-14,797313,TEXT,
3,1998-01-14,718074,TEXT,
4,1998-01-14,874238,TEXT,
5,1998-01-14,1039684,TEXT,
6,1998-01-14,1036712,TEXT,
7,1998-01-14,777676,TEXT,
8,1998-01-14,1036283,TEXT,
9,1998-01-14,918580,TEXT,
0,1998-01-14,202375,TEXT,
1,1998-01-14,58172,TEXT,
2,1998-01-14,355777,TEXT,
3,1998-01-14,949486,TEXT,
4,1998-01-14,704366,TEXT,
5,1998-01-14,354604,TEXT,
6,1998-01-14,720462,TEXT,
7,1998-01-14,62765,TEXT,
8,1998-01-14,853020,TEXT,
9,1998-01-14,866273,TEXT,
0,1998-01-14,1002546,TEXT,
1,1998-01-14,27425,TEXT,
2,1998-01-14,4811,TEXT,
3,1998-01-14,5133,TEXT,
4,1998-01-14,704415,TEXT,
5,1998-01-14,6383,TEXT,
6,1998-01-14,7346,TEXT,
7,1998-01-14,886046,TEXT,
8,1998-01-14,790360,TEXT,
9,1998-01-14,1045542,TEXT,
0,1998-01-14,1045543,TEXT,
1,1998-01-14,812490,TEXT,
2,1998-01-14,1025844,TEXT,
3,1998-01-14,846909,TEXT,
4,1998-01-14,945081,TEXT,
5,1998-01-14,895693,TEXT,
6,1998-01-14,791452,TEXT,
7,1998-01-14,813945,TEXT,
8,1998-01-14,320431,TEXT,
9,1998-01-14,830524,TEXT,
0,1998-01-13,902793,TEXT,
1,1998-01-13,892058,TEXT,
2,1998-01-13,76267,TEXT,
3,1998-01-13,278130,TEXT,
4,1998-01-13,921915,TEXT,
5,1998-01-13,355948,TEXT,
6,1998-01-13,783728,TEXT,
7,1998-01-13,84290,TEXT,
8,1998-01-13,785815,TEXT,
9,1998-01-13,68270,TEXT,
0,1998-01-12,89615,TEXT,
1,1998-01-12,90896,TEXT,
2,1998-01-12,835541,TEXT,
3,1998-01-12,806172,TEXT,
4,1998-01-12,874690,TEXT,
5,1998-01-12,768608,TEXT,
6,1998-01-12,1029787,TEXT,
7,1998-01-12,104897,TEXT,
8,1998-01-12,715073,TEXT,
9,1998-01-12,107469,TEXT,
0,1998-01-15,8947,TEXT,
1,1998-01-09,718915,TEXT,
2,1998-01-15,25191,TEXT,
3,1998-01-15,902277,TEXT,
4,1998-01-15,889409,TEXT,
5,1998-01-15,726514,TEXT,
6,1998-01-15,886761,TEXT,
7,1998-01-15,1009326,TEXT,
8,1998-01-15,1009326,TEXT,
9,1998-01-15,1009326,TEXT,
0,1998-01-20,796764,TEXT,
1,1998-01-20,1009675,TEXT,
2,1998-01-20,1016872,TEXT,
3,1998-01-20,737203,TEXT,
4,1998-01-20,101594,TEXT,
5,1998-01-20,108729,TEXT,
6,1998-01-21,774517,TEXT,
8,1998-01-13,6955,TEXT,
9,1998-01-21,716629,TEXT,
0,1998-01-13,812076,TEXT,
1,1998-01-13,922978,TEXT,
2,1998-01-13,717954,TEXT,
3,1998-01-13,877273,TEXT,
4,1998-01-13,104207,TEXT,
5,1998-01-13,108018,TEXT,
6,1998-01-14,804888,TEXT,
7,1998-01-14,711307,TEXT,
8,1998-01-14,1040470,TEXT,
9,1998-01-14,811210,TEXT,
0,1998-01-27,815094,FAILED,
1,1998-01-27,884063,TEXT,
2,1998-01-27,18000,TEXT,
3,1998-01-27,813807,TEXT,
4,1998-01-27,813807,TEXT,
5,1998-01-27,813807,TEXT,
6,1998-01-27,27116,TEXT,
7,1998-01-27,30841,TEXT,
8,1998-01-27,721773,TEXT,
9,1998-01-27,1001250,TEXT,
0,1998-01-14,914024,TEXT,
1,1998-01-14,811917,TEXT,
2,1998-01-14,90045,TEXT,
3,1998-01-14,354260,TEXT,
4,1998-01-14,868611,TEXT,
5,1998-01-14,720480,TEXT,
6,1998-01-14,874038,TEXT,
7,1998-01-14,46535,TEXT,
8,1998-01-14,1018146,TEXT,
9,1998-01-14,1045544,TEXT,
0,1998-01-23,832812,TEXT,
1,1998-01-23,829092,TEXT,
2,1998-01-23,829092,TEXT,
3,1998-01-23,829092,TEXT,
4,1998-01-23,949702,TEXT,
5,1998-01-23,107681,TEXT,
6,1998-01-26,849486,BAD_URL,
7,1998-01-26,849486,BAD_URL,
8,1998-01-26,866751,TEXT,
9,1998-01-26,856250,TEXT,
0,1998-01-14,40675,TEXT,
1,1998-01-14,42228,TEXT,
2,1998-01-14,758540,TEXT,
3,1998-01-14,923120,TEXT,
4,1998-01-14,852004,TEXT,
5,1998-01-14,918022,TEXT,
6,1998-01-14,875043,TEXT,
7,1998-01-14,46601,TEXT,
8,1998-01-14,916789,TEXT,
9,1998-01-14,1012569,TEXT,
0,1998-01-22,66895,TEXT,
1,1998-01-22,890685,TEXT,
2,1998-01-22,818594,TEXT,
3,1998-01-23,1023731,TEXT,
4,1998-01-23,737602,TEXT,
5,1998-01-23,704503,TEXT,
6,1998-01-23,1042895,TEXT,
7,1998-01-23,912219,TEXT,
8,1998-01-23,826227,TEXT,
9,1998-01-23,799020,TEXT,
0,1998-01-14,1022368,TEXT,
1,1998-01-14,827830,TEXT,
2,1998-01-14,108516,TEXT,
3,1998-01-14,108976,TEXT,
4,1998-01-15,875354,TEXT,
5,1998-01-15,3545,TEXT,
6,1998-01-15,4828,TEXT,
7,1998-01-15,811119,TEXT,
8,1998-01-14,828828,TEXT,
9,1998-01-14,723639,TEXT,
0,1998-01-15,853733,TEXT,
1,1998-01-15,859307,TEXT,
2,1998-01-15,3959,FAILED,
3,1998-01-15,766794,TEXT,
4,1998-01-15,758743,TEXT,
5,1998-01-15,875044,TEXT,
6,1998-01-15,721176,TEXT,
7,1998-01-15,1043274,TEXT,
8,1998-01-15,313109,TEXT,
9,1998-01-16,1030144,TEXT,
0,1998-01-21,1025378,TEXT,
1,1998-01-21,818020,TEXT,
2,1998-01-21,747574,TEXT,
3,1998-01-21,869004,FAILED,
4,1998-01-21,801873,TEXT,
5,1998-01-21,793733,TEXT,
6,1998-01-13,1016872,TEXT,
7,1998-01-22,65914,TEXT,
8,1998-01-22,65914,TEXT,
9,1998-01-22,65914,TEXT,
0,1998-01-14,1045545,TEXT,
1,1998-01-14,96116,TEXT,
2,1998-01-14,877645,TEXT,
3,1998-01-14,110740,TEXT,
4,1998-01-14,70318,TEXT,
5,1998-01-14,61442,TEXT,
6,1998-01-14,1761,TEXT,
7,1998-01-14,98338,TEXT,
8,1998-01-14,947219,TEXT,
9,1998-01-14,821538,TEXT,
0,1998-01-30,897506,TEXT,
1,1998-01-30,917273,TEXT,
2,1998-01-30,1028985,TEXT,
3,1998-01-30,858558,TEXT,
4,1998-01-30,913883,TEXT,
5,1998-01-30,879022,TEXT,
6,1998-01-30,741556,TEXT,
7,1998-01-30,98788,TEXT,
8,1998-01-30,890096,TEXT,
9,1998-01-30,102267,TEXT,
0,1998-01-30,354655,TEXT,
1,1998-01-30,870213,TEXT,
2,1998-01-30,317438,TEXT,
3,1998-01-30,93859,FAILED,
4,1998-01-30,895419,TEXT,
5,1998-01-30,744106,TEXT,
6,1998-01-07,40704,TEXT,
7,1998-01-14,1012569,TEXT,
8,1998-01-30,785546,TEXT,
9,1998-01-30,67472,TEXT,
0,1998-01-14,1006361,TEXT,
1,1998-01-14,736035,TEXT,
2,1998-01-14,1023334,TEXT,
3,1998-01-14,70033,TEXT,
4,1998-01-14,70502,TEXT,
5,1998-01-14,70538,TEXT,
6,1998-01-14,1042100,TEXT,
7,1998-01-14,806388,TEXT,
8,1998-01-14,320187,TEXT,
9,1998-01-14,772263,TEXT,
0,1998-01-16,1030144,TEXT,
1,1998-01-16,1030144,TEXT,
2,1998-01-16,1007047,TEXT,
3,1998-01-16,826253,TEXT,
4,1998-01-16,32120,TEXT,
5,1998-01-16,717588,TEXT,
6,1998-01-16,877356,TEXT,
7,1998-01-16,922612,TEXT,
8,1998-01-16,945634,TEXT,
9,1998-01-14,804888,TEXT,
0,1998-01-26,28742,TEXT,
1,1998-01-26,39047,TEXT,
2,1998-01-21,818020,TEXT,
3,1998-01-26,841283,TEXT,
4,1998-01-26,841283,TEXT,
5,1998-01-26,841283,TEXT,
6,1998-01-26,709283,TEXT,
7,1998-01-26,730000,TEXT,
8,1998-01-26,98222,TEXT,
9,1998-01-26,842906,TEXT,
0,1998-02-05,26999,TEXT,
1,1998-02-05,890924,TEXT,
2,1998-02-05,929037,TEXT,
3,1998-02-05,1025193,TEXT,
4,1998-02-05,37358,TEXT,
5,1998-02-05,889664,TEXT,
6,1998-02-05,941547,TEXT,
7,1998-02-05,907045,TEXT,
8,1998-02-05,1040993,TEXT,
9,1998-02-05,357108,TEXT,
0,1998-02-04,723928,TEXT,
1,1998-02-05,819255,TEXT,
2,1998-02-05,855042,TEXT,
3,1998-02-05,931125,TEXT,
4,1998-02-05,16104,TEXT,
5,1998-02-05,16357,TEXT,
6,1998-02-05,317488,TEXT,
7,1998-02-05,813356,TEXT,
8,1998-02-05,356028,TEXT,
9,1998-02-05,1026869,TEXT,
0,1998-01-14,827830,TEXT,
1,1998-02-02,898172,TEXT,
2,1998-02-02,754128,TEXT,
3,1998-02-02,807877,TEXT,
4,1998-02-02,26285,TEXT,
5,1998-02-02,854926,TEXT,
6,1998-02-02,869087,TEXT,
7,1998-02-02,938733,TEXT,
8,1998-02-02,202932,TEXT,
9,1998-02-02,1000577,TEXT,
0,1998-02-03,923071,TEXT,
1,1998-02-03,901116,TEXT,
2,1998-02-03,57131,TEXT,
3,1998-02-03,1001384,TEXT,
4,1998-02-03,832141,TEXT,
5,1998-02-03,778734,TEXT,
6,1998-02-03,351935,TEXT,
7,1998-02-03,764960,TEXT,
8,1998-02-03,925054,TEXT,
9,1998-02-03,812551,TEXT,
0,1998-01-27,882184,TEXT,
1,1998-01-27,819220,TEXT,
2,1998-01-26,38851,TEXT,
3,1998-01-27,721602,TEXT,
4,1998-01-26,105519,TEXT,
5,1998-01-28,843212,TEXT,
6,1998-01-28,10081,TEXT,
7,1998-01-28,793933,TEXT,
8,1998-01-28,775995,TEXT,
9,1998-01-28,881790,TEXT,
0,1998-01-20,14611,TEXT,
1,1998-01-20,937568,TEXT,
2,1998-01-20,804188,TEXT,
3,1998-01-20,941622,TEXT,
4,1998-01-20,836123,TEXT,
5,1998-01-20,25657,TEXT,
6,1998-01-20,40194,TEXT,
7,1998-01-20,932699,TEXT,
8,1998-01-20,717192,TEXT,
9,1998-01-20,864890,TEXT,
0,1998-02-09,876516,TEXT,
1,1998-02-09,729330,TEXT,
2,1998-02-09,703351,TEXT,
3,1998-02-09,350621,TEXT,
4,1998-02-09,793279,TEXT,
5,1998-02-09,729176,TEXT,
6,1998-02-09,918646,TEXT,
7,1998-02-09,799485,TEXT,
8,1998-02-09,887227,TEXT,
9,1998-02-09,1013736,TEXT,
0,1998-02-05,743316,TEXT,
1,1998-02-05,70333,TEXT,
2,1998-02-05,716646,TEXT,
3,1998-02-05,830104,TEXT,
9,1998-02-05,1002590,TEXT,
0,1998-01-28,28626,TEXT,
1,1998-01-28,837339,TEXT,
2,1998-01-28,860194,TEXT,
3,1998-01-28,84244,TEXT,
4,1998-01-29,813652,TEXT,
5,1998-01-29,813652,TEXT,
6,1998-01-29,735349,TEXT,
7,1998-01-29,794172,TEXT,
8,1998-01-29,923473,TEXT,
9,1998-01-29,878748,TEXT,
0,1998-02-04,54175,TEXT,
1,1998-02-04,728387,TEXT,
2,1998-02-04,728387,TEXT,
3,1998-02-04,728387,TEXT,
4,1998-02-04,924370,TEXT,
5,1998-02-04,791350,TEXT,
6,1998-02-04,202058,TEXT,
7,1998-02-04,55772,TEXT,
8,1998-02-04,58361,TEXT,
9,1998-02-04,916759,TEXT,
0,1998-02-06,317093,TEXT,
1,1998-02-06,879235,TEXT,
2,1998-02-06,849547,TEXT,
3,1998-02-06,805009,TEXT,
4,1998-02-06,883813,TEXT,
8,1998-02-06,351717,TEXT,
9,1998-02-06,878549,TEXT,
0,1998-02-04,924645,TEXT,
1,1998-02-04,820068,TEXT,
2,1998-02-04,748714,TEXT,
3,1998-02-04,820096,TEXT,
4,1998-02-04,788920,TEXT,
5,1998-02-04,899823,TEXT,
6,1998-02-04,230498,TEXT,
7,1998-02-04,86166,TEXT,
8,1998-02-04,892907,TEXT,
9,1998-02-04,1003539,TEXT,
0,1998-02-02,354199,TEXT,
1,1998-02-03,911115,TEXT,
2,1998-02-03,876343,TEXT,
3,1998-02-03,771996,TEXT,
4,1998-02-03,748847,TEXT,
5,1998-02-03,1045944,TEXT,
6,1998-02-03,1012128,TEXT,
7,1998-02-02,854926,TEXT,
8,1998-02-03,833847,TEXT,
9,1998-02-03,886475,TEXT,
0,1998-02-09,719598,TEXT,
1,1998-02-09,792851,TEXT,
2,1998-02-09,216810,TEXT,
3,1998-02-09,745026,TEXT,
4,1998-02-09,812423,TEXT,
5,1998-02-09,915862,TEXT,
6,1998-02-09,920945,TEXT,
7,1998-02-09,934438,TEXT,
8,1998-02-09,774695,TEXT,
9,1998-02-09,722392,TEXT,
0,1998-02-06,1017673,TEXT,
1,1998-02-06,30140,TEXT,
2,1998-02-06,1001718,TEXT,
3,1998-02-06,753568,TEXT,
4,1998-02-06,934094,TEXT,
5,1998-02-06,37651,TEXT,
6,1998-02-06,722572,TEXT,
7,1998-02-06,844059,TEXT,
8,1998-02-06,812700,TEXT,
9,1998-02-06,1029553,TEXT,
0,1998-02-05,813895,TEXT,
1,1998-02-05,732026,TEXT,
2,1998-02-05,821361,TEXT,
3,1998-02-05,918381,TEXT,
4,1998-02-05,105096,TEXT,
5,1998-02-05,106040,TEXT,
6,1998-02-05,108215,TEXT,
7,1998-02-05,881771,TEXT,
8,1998-02-05,743988,TEXT,
9,1998-02-06,898441,TEXT,
0,1998-02-09,91693,TEXT,
1,1998-02-09,1013021,TEXT,
2,1998-02-09,1015399,TEXT,
3,1998-02-09,720031,TEXT,
4,1998-02-09,23082,TEXT,
5,1998-02-09,947223,TEXT,
6,1998-02-09,760462,BAD_URL,
7,1998-02-09,774055,TEXT,
8,1998-02-09,105189,TEXT,
9,1998-02-09,1046860,TEXT,
0,1998-02-03,872867,TEXT,
1,1998-02-03,754811,TEXT,
2,1998-01-15,721176,TEXT,
3,1998-02-04,849116,TEXT,
4,1998-02-04,1004539,TEXT,
5,1998-02-04,1004539,TEXT,
6,1998-02-04,1004540,TEXT,
7,1998-02-04,716644,TEXT,
8,1998-02-04,805792,TEXT,
0,1998-02-06,1001426,TEXT,
1,1998-02-06,802481,TEXT,
2,1998-02-06,928592,TEXT,
3,1998-02-06,353569,TEXT,
4,1998-02-06,819480,TEXT,
5,1998-02-06,1041830,TEXT,
6,1998-02-06,880117,TEXT,
7,1998-02-06,703598,TEXT,
8,1998-02-06,87777,TEXT,
9,1998-02-06,1001907,TEXT,
0,1998-01-13,22444,TEXT,
1,1998-01-13,24071,TEXT,
2,1998-01-13,878130,TEXT,
3,1998-01-13,802492,TEXT,
4,1998-01-13,31348,TEXT,
5,1998-01-13,33780,TEXT,
6,1998-01-13,313395,TEXT,
7,1998-01-13,727008,TEXT,
8,1998-01-13,230211,TEXT,
9,1998-01-13,841692,TEXT,
0,1998-02-09,923021,TEXT,
1,1998-02-09,791050,TEXT,
2,1998-02-09,90168,TEXT,
3,1998-02-09,859747,TEXT,
4,1998-02-09,808220,TEXT,
5,1998-02-09,906473,TEXT,
6,1998-02-09,1005210,TEXT,
7,1998-02-09,709519,TEXT,
8,1998-02-09,720577,TEXT,
9,1998-02-09,96021,TEXT,
0,1998-02-10,896267,TEXT,
1,1998-02-10,814037,TEXT,
2,1998-02-10,39648,TEXT,
3,1998-02-10,884124,TEXT,
4,1998-02-10,749251,TEXT,
5,1998-02-10,918647,TEXT,
6,1998-02-10,841708,TEXT,
7,1998-02-10,923282,TEXT,
8,1998-02-10,923282,TEXT,
9,1998-02-10,719274,TEXT,
0,1998-02-10,1003648,TEXT,
1,1998-02-10,720145,TEXT,
2,1998-02-10,772406,TEXT,
3,1998-02-10,924648,TEXT,
4,1998-02-10,719547,TEXT,
5,1998-02-10,21510,TEXT,
6,1998-02-10,720013,TEXT,
7,1998-02-10,109757,TEXT,
8,1998-02-10,880323,TEXT,
9,1998-02-10,914448,TEXT,
0,1998-02-10,866121,TEXT,
1,1998-02-10,4127,TEXT,
2,1998-02-10,924774,TEXT,
3,1998-02-10,1040660,TEXT,
4,1998-02-10,6948,TEXT,
5,1998-02-10,912842,TEXT,
6,1998-02-10,779544,TEXT,
7,1998-02-10,7533,TEXT,
8,1998-02-10,859163,TEXT,
9,1998-02-10,878483,TEXT,
0,1998-02-09,855658,TEXT,
1,1998-02-09,943580,TEXT,
2,1998-02-09,897999,FAILED,
3,1998-02-09,720900,TEXT,
4,1998-02-09,64463,TEXT,
5,1998-02-09,310568,TEXT,
6,1998-02-09,919740,TEXT,
7,1998-02-09,791905,TEXT,
8,1998-02-09,352435,TEXT,
9,1998-02-09,67347,TEXT,
0,1998-02-09,825411,TEXT,
1,1998-02-09,96699,TEXT,
2,1998-02-09,927355,TEXT,
3,1998-02-09,724621,TEXT,
4,1998-02-09,875316,TEXT,
5,1998-02-09,277928,TEXT,
6,1998-02-09,912093,TEXT,
7,1998-02-09,859303,TEXT,
8,1998-02-09,887568,TEXT,
9,1998-02-10,1005272,TEXT,
0,1998-02-09,1017646,TEXT,
1,1998-02-09,205462,TEXT,
2,1998-02-09,49728,TEXT,
3,1998-02-09,792861,TEXT,
4,1998-02-09,869615,TEXT,
5,1998-02-09,50493,TEXT,
6,1998-02-09,874689,TEXT,
7,1998-02-09,910394,TEXT,
8,1998-02-09,719733,TEXT,
9,1998-02-09,1012393,TEXT,
0,1998-02-10,904535,TEXT,
1,1998-02-10,752431,TEXT,
2,1998-02-10,205700,TEXT,
3,1998-02-10,1027183,FAILED,
4,1998-01-30,897506,TEXT,
5,1998-02-10,889930,TEXT,
6,1998-02-10,878088,TEXT,
7,1998-02-10,914025,TEXT,
8,1998-02-10,857559,TEXT,
9,1998-02-10,708818,TEXT,
0,1998-02-09,806624,TEXT,
1,1998-02-09,28887,TEXT,
2,1998-02-09,832320,TEXT,
3,1998-02-09,1024441,TEXT,
4,1998-02-09,34371,TEXT,
5,1998-02-09,1021770,TEXT,
6,1998-02-09,906608,TEXT,
7,1998-02-09,764858,TEXT,
8,1998-02-09,716314,TEXT,
9,1998-02-09,313143,TEXT,
0,1998-02-10,805574,TEXT,
1,1998-02-10,722056,TEXT,
2,1998-02-09,800458,TEXT,
3,1998-02-10,1046685,TEXT,
4,1998-02-10,1041368,FAILED,
5,1998-02-10,84279,TEXT,
6,1998-02-10,1042465,TEXT,
7,1998-02-10,878280,TEXT,
8,1998-02-10,897723,TEXT,
9,1998-02-10,803349,TEXT,
0,1998-02-06,795403,TEXT,
1,1998-02-06,876884,TEXT,
2,1998-02-06,217591,TEXT,
3,1998-02-09,722077,TEXT,
4,1998-02-09,928465,TEXT,
5,1998-02-09,320193,TEXT,
6,1998-02-09,913598,TEXT,
7,1998-02-09,909326,TEXT,
8,1998-02-09,319237,TEXT,
9,1998-02-09,8858,TEXT,
0,1998-01-29,1046685,TEXT,
1,1998-01-29,886239,TEXT,
2,1998-01-29,780416,TEXT,
3,1998-01-29,866671,TEXT,
4,1998-01-29,789460,TEXT,
5,1998-01-29,849667,TEXT,
6,1998-01-30,350832,TEXT,
7,1998-01-30,37661,TEXT,
8,1998-01-30,1009480,TEXT,
9,1998-01-30,1029445,TEXT,
0,1998-02-10,851478,TEXT,
1,1998-02-10,1041866,TEXT,
2,1998-02-10,889155,TEXT,
3,1998-02-10,704870,TEXT,
4,1998-02-10,805268,TEXT,
5,1998-02-10,13573,TEXT,
6,1998-02-10,14195,TEXT,
7,1998-02-10,718916,TEXT,
8,1998-02-10,800460,TEXT,
9,1998-02-03,771996,TEXT,
0,1998-02-11,778946,TEXT,
1,1998-02-11,943897,TEXT,
