,ACCOUNTSPAYABLEANDACCRUEDLIABILITIESCURRENT,ACCOUNTSPAYABLECURRENT,ACCOUNTSPAYABLEOTHERCURRENT,ACCOUNTSPAYABLERELATEDPARTIESCURRENT,ACCOUNTSPAYABLETRADECURRENT,ACCRUEDLIABILITIESCURRENT,BANKOVERDRAFTS,BRIDGELOAN,CAPITALLEASEOBLIGATIONSCURRENT,CAPITALLEASEOBLIGATIONSNONCURRENT,CIK,COMMERCIALPAPER,COMMERCIALPAPERNONCURRENT,CONSTRUCTIONLOAN,CONSTRUCTIONLOANNONCURRENT,CONVERTIBLEDEBTCURRENT,CONVERTIBLEDEBTNONCURRENT,CONVERTIBLELONGTERMNOTESPAYABLE,CONVERTIBLENOTESPAYABLECURRENT,CONVERTIBLESUBORDINATEDDEBTCURRENT,CONVERTIBLESUBORDINATEDDEBTNONCURRENT,DATE,DEBTCURRENT,EXTRACTCODE,FINALLONGTERM,FINALSHORTTERM,JUNIORSUBORDINATEDLONGTERMNOTES,JUNIORSUBORDINATEDNOTESCURRENT,LIABILITIESCURRENT,LIABILITIESNONCURRENT,LIABILITIESOTHERTHANLONGTERMDEBTNONCURRENT,LINESOFCREDITCURRENT,LOANSPAYABLECURRENT,LOANSPAYABLETOBANKCURRENT,LONGTERMCOMMERCIALPAPERCURRENT,LONGTERMCONSTRUCTIONLOANCURRENT,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONS,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONSCURRENT,LONGTERMDEBTCURRENT,LONGTERMDEBTNONCURRENT,LONGTERMLINEOFCREDIT,LONGTERMLOANSFROMBANK,LONGTERMLOANSPAYABLE,LONGTERMNOTESANDLOANS,LONGTERMNOTESPAYABLE,LONGTERMPOLLUTIONCONTROLBOND,LONGTERMPOLLUTIONCONTROLBONDCURRENT,LONGTERMTRANSITIONBOND,LONGTERMTRANSITIONBONDCURRENT,MEDIUMTERMNOTESCURRENT,NAME,NOTESANDLOANSPAYABLECURRENT,NOTESPAYABLECURRENT,NOTESPAYABLETOBANKCURRENT,NOTESPAYABLETOBANKNONCURRENT,OTHERACCRUEDLIABILITIESCURRENT,OTHERLIABILITIESCURRENT,OTHERLOANSPAYABLECURRENT,OTHERLOANSPAYABLELONGTERM,OTHERLONGTERMDEBTCURRENT,OTHERLONGTERMDEBTNONCURRENT,OTHERLONGTERMNOTESPAYABLE,OTHERNOTESPAYABLECURRENT,OTHERSHORTTERMBORROWINGS,SECUREDDEBTCURRENT,SECUREDLONGTERMDEBT,SECURITIESSOLDUNDERAGREEMENTSTOREPURCHASE,SENIORLONGTERMNOTES,SENIORNOTESCURRENT,SHORTTERMBANKLOANSANDNOTESPAYABLE,SHORTTERMBORROWINGS,SHORTTERMNONBANKLOANSANDNOTESPAYABLE,SUBORDINATEDDEBTCURRENT,SUBORDINATEDLONGTERMDEBT,UNSECUREDDEBTCURRENT,UNSECUREDLONGTERMDEBT,WAREHOUSEAGREEMENTBORROWINGS
0,38852.0,138112.0,,,,,,,,,934798,,,,,,,,,,,2003-04-14,27.0,TEXT,301489.0,27.0,,,194440.0,503099.0,3473.0,,,,,,,27.0,27.0,301489.0,,,,,,,,,,,ICON HEALTH & FITNESS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38852.0,138112.0,,,,,,,,,785312,,,,,,,,,,,2003-04-14,27.0,TEXT,301489.0,27.0,,,194440.0,503099.0,3473.0,,,,,,,27.0,27.0,301489.0,,,,,,,,,,,ICON INTERNATIONAL HOLDINGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
2,38852.0,138112.0,,,,,,,,,1182076,,,,,,,,,,,2003-04-14,27.0,TEXT,301489.0,27.0,,,194440.0,503099.0,3473.0,,,,,,,27.0,27.0,301489.0,,,,,,,,,,,ICON IP INC,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9668084.0,7092051.0,,,,,,,834913.0,,736822,,,,,,,,,,,2003-04-14,5845306.0,HTML,19877498.0,5845306.0,,,20016286.0,,,,,,,,,5845306.0,5010393.0,19877498.0,,,,,,,,,,,IMMUCOR INC,,,,,2576033.0,,,,,,,,,,,,,,,,,,,,,
4,14201592.0,11605905.0,,,,2595687.0,,,,,1108345,,,,,,,,,,,2003-04-14,1127269.0,TEXT,9977588.0,1127269.0,,,36194132.0,47383563.0,,,,,,,,1127269.0,1127269.0,9977588.0,,,,,,,,,,,IMPRESO INC,,,,,,,,,,,,,,,,,,,,,,,,,,
5,54614.0,38610.0,,,,16004.0,,,,,1045547,,,,,,,,,,,2003-04-14,245.0,TEXT,181741.0,245.0,,,120165.0,330506.0,1900.0,,,,,,,245.0,245.0,181741.0,,,,,,,,,,,INDEPENDENT GASOLINE & OIL CO OF ROCHESTER,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13205.0,4968.0,,,,8237.0,,,,,854460,,,,,,,,,,,2003-04-14,11386.0,HTML,5932.0,11386.0,,,4301.0,76835.0,,,,,,,5932.0,11386.0,,,,,,,,,,,,,INTERLAND INC /MN/,,,,,,,,,,,,,,,,,,,,,,,,,,
7,38852.0,138112.0,,,,,,,,,1101201,,,,,,,,,,,2003-04-14,27.0,TEXT,301489.0,27.0,,,194440.0,503099.0,3473.0,,,,,,,27.0,27.0,301489.0,,,,,,,,,,,JUMPKING INC,,,,,,,,,,,,,,,,,,,,,,,,,,
8,40826.0,440662.0,,,,,,,,,795266,,,,,,,,,,,2003-04-14,,HTML,,40826.0,,,404172.0,,,,,,,,,,,,,,,,,,,,,,KB HOME,,,,,,363346.0,,,,,,,,,,,,,,,,,,,,
9,54614.0,38610.0,,,,16004.0,,,,,1045539,,,,,,,,,,,2003-04-14,245.0,TEXT,181741.0,245.0,,,120165.0,330506.0,1900.0,,,,,,,245.0,245.0,181741.0,,,,,,,,,,,KIANTONE PIPELINE CO,,,,,,,,,,,,,,,,,,,,,,,,,,
