,ACCOUNTSPAYABLEANDACCRUEDLIABILITIESCURRENT,ACCOUNTSPAYABLECURRENT,ACCOUNTSPAYABLEOTHERCURRENT,ACCOUNTSPAYABLERELATEDPARTIESCURRENT,ACCOUNTSPAYABLETRADECURRENT,ACCRUEDLIABILITIESCURRENT,BANKOVERDRAFTS,BRIDGELOAN,CAPITALLEASEOBLIGATIONSCURRENT,CAPITALLEASEOBLIGATIONSNONCURRENT,CIK,COMMERCIALPAPER,COMMERCIALPAPERNONCURRENT,CONSTRUCTIONLOAN,CONSTRUCTIONLOANNONCURRENT,CONVERTIBLEDEBTCURRENT,CONVERTIBLEDEBTNONCURRENT,CONVERTIBLELONGTERMNOTESPAYABLE,CONVERTIBLENOTESPAYABLECURRENT,CONVERTIBLESUBORDINATEDDEBTCURRENT,CONVERTIBLESUBORDINATEDDEBTNONCURRENT,DATE,DEBTCURRENT,EXTRACTCODE,FINALLONGTERM,FINALSHORTTERM,JUNIORSUBORDINATEDLONGTERMNOTES,JUNIORSUBORDINATEDNOTESCURRENT,LIABILITIESCURRENT,LIABILITIESNONCURRENT,LIABILITIESOTHERTHANLONGTERMDEBTNONCURRENT,LINESOFCREDITCURRENT,LOANSPAYABLECURRENT,LOANSPAYABLETOBANKCURRENT,LONGTERMCOMMERCIALPAPERCURRENT,LONGTERMCONSTRUCTIONLOANCURRENT,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONS,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONSCURRENT,LONGTERMDEBTCURRENT,LONGTERMDEBTNONCURRENT,LONGTERMLINEOFCREDIT,LONGTERMLOANSFROMBANK,LONGTERMLOANSPAYABLE,LONGTERMNOTESANDLOANS,LONGTERMNOTESPAYABLE,LONGTERMPOLLUTIONCONTROLBOND,LONGTERMPOLLUTIONCONTROLBONDCURRENT,LONGTERMTRANSITIONBOND,LONGTERMTRANSITIONBONDCURRENT,MEDIUMTERMNOTESCURRENT,NAME,NOTESANDLOANSPAYABLECURRENT,NOTESPAYABLECURRENT,NOTESPAYABLETOBANKCURRENT,NOTESPAYABLETOBANKNONCURRENT,OTHERACCRUEDLIABILITIESCURRENT,OTHERLIABILITIESCURRENT,OTHERLOANSPAYABLECURRENT,OTHERLOANSPAYABLELONGTERM,OTHERLONGTERMDEBTCURRENT,OTHERLONGTERMDEBTNONCURRENT,OTHERLONGTERMNOTESPAYABLE,OTHERNOTESPAYABLECURRENT,OTHERSHORTTERMBORROWINGS,SECUREDDEBTCURRENT,SECUREDLONGTERMDEBT,SECURITIESSOLDUNDERAGREEMENTSTOREPURCHASE,SENIORLONGTERMNOTES,SENIORNOTESCURRENT,SHORTTERMBANKLOANSANDNOTESPAYABLE,SHORTTERMBORROWINGS,SHORTTERMNONBANKLOANSANDNOTESPAYABLE,SUBORDINATEDDEBTCURRENT,SUBORDINATEDLONGTERMDEBT,UNSECUREDDEBTCURRENT,UNSECUREDLONGTERMDEBT,WAREHOUSEAGREEMENTBORROWINGS
4,1800000000.0,1122800000.0,,,,,,,,,23217,,,,,,,,,,,2011-01-03,356100000.0,XBRL,2879900000.0,356100000.0,,,2280000000.0,,,,,,,,,356100000.0,600000.0,2879900000.0,,,,2684000000.0,2684000000.0,,,,,,CONAGRA FOODS INC /DE/,600000.0,600000.0,,,677200000.0,,,,,,,,,,,,2684000000.0,,,,,,195900000.0,,,
5,27383.0,30382.0,,,,,,,,,1368620,,,,,,,,,,,2011-01-03,,HTML,,27383.0,,,49071.0,,,,,,,,,,,,,,,,,,,,,,Deer Bay Resources Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,1498157,,,,,,,,,,,2011-01-03,,HTML,110625.0,,,,,110625.0,,,,,,,,,,,,,,,,,,,,,JWC Acquisition Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,
7,376521.0,56418.0,,,,,,,,,1081183,,,,,,,,,,,2011-01-03,,HTML,,376521.0,,,1474472.0,,,,,,,,,,,,,,,,,,,,,,NATION ENERGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,
8,52784.0,35433.0,,17351.0,,,,,,,1377469,,,,,,,,,,,2011-01-03,,HTML,118373.0,52784.0,,,118373.0,118373.0,,,,,,,,,,,,,,,,,,,,,"Pegasus Tel, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,
9,1501.0,,,,,,,,,,1100747,,,,,,,,,,,2011-01-03,,HTML,5657.0,1501.0,,,2785.0,5657.0,,,,,,,,,,,,,,,,,,,,,TARA GOLD RESOURCES CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,
0,247156.0,195732.0,,,,4884.0,,,,,87565,,,,,,,,,,,2011-01-05,99754.0,HTML,95602.0,86978.0,,,385008.0,143971.0,27068.0,,,,,,,12776.0,12776.0,95602.0,,,,,,,,,,,SCHULMAN A INC,,,,,46540.0,,,,,,,,,,,,,,,86978.0,,,,,,
1,80212.0,52537.0,,,,,,,,,1408287,,,,,,,,,,,2011-01-05,15000.0,HTML,137975.0,15000.0,,,117330.0,,21251.0,,,,,,,15000.0,15000.0,137975.0,,,,,,,,,,,Zep Inc.,,,,,27675.0,,,,,,,,,,,,,,,,,,,,,
2,16665.0,33499.0,,,,,,,,,6845,,,,,,,,,,,2011-01-06,1955.0,HTML,21569.0,1955.0,,,112230.0,2501.0,11439.0,,,,,,,1955.0,1955.0,21569.0,,,,,,,,,,,APOGEE ENTERPRISES INC,,,,,754.0,,,,,,,,,,,,,,,,,,,,,
3,27843.0,7803.0,,,,,,,,,883943,,,,,,,,,,,2011-01-06,,HTML,27837.0,27843.0,,,34328.0,27837.0,,,,,,,,,,,,,,,,,,,,,CHRISTOPHER & BANKS CORP,,,,,20040.0,,,,,,,,,,,,,,,,,,,,,
4,30986.0,8131.0,,,,22855.0,,,,,886206,,,,,,,,,,,2011-01-06,,HTML,77054.0,30986.0,,,43745.0,77054.0,,,,,,,,,,,,,,,,,,,,,FRANKLIN COVEY CO,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2983.0,18928.0,,122.0,,,,,,,1005286,,,,,,,,,,,2011-01-06,1940.0,HTML,17501.0,1940.0,,,30676.0,69056.0,11240.0,,,,,,,1940.0,1940.0,17501.0,,,,,,,,,,,LANDEC CORP \CA\,,,,,2909.0,,,,,,,,,,,,,,,,,,,,,
6,59238.0,33316.0,,,,,,,,,836157,,,,,,,,,,,2011-01-06,4286.0,HTML,7500.0,4286.0,,,63524.0,90823.0,1994.0,,,,,,,4286.0,4286.0,7500.0,,,,,,,,,,,LINDSAY CORP,,,,,25922.0,,,,,,,,,,,,,,,,,,,,,
7,186300000.0,123100000.0,,,,,,,,,66382,,,,,,,,,,,2011-01-06,100000000.0,XBRL,200600000.0,100000000.0,,,374000000.0,355300000.0,,,,,,,,100000000.0,100000000.0,200600000.0,,,,,,,,,,,MILLER HERMAN INC,,,,,63200000.0,,,,,,,,,,,,,,,,,,,,,
8,2560.0,,,,,,,,,,1493212,,,,,,,,,,,2011-01-06,,HTML,7060.0,2560.0,,,7060.0,7060.0,,,,,,,,,,,,,,,,,,,,,"MOKITA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,
9,1196100000.0,532500000.0,,,,663600000.0,,,,,1285785,,,,,,,,,,,2011-01-06,520800000.0,XBRL,788400000.0,54500000.0,,,1770000000.0,,,,,,,,788400000.0,466300000.0,,,,,,,,,,,,,MOSAIC CO,,,,,,,,,,,,,,,,,,,,54500000.0,,,,,,
0,,,,,,,,,,,1472862,,,,,,,,,,,2011-01-06,,TEXT,18099.0,18099.0,,,18099.0,18099.0,,,,,,,,,,,,,,,,,,,,,Shawcore Development Corp,,,,,,,,,,,,,,,,,,,,,,,,,,
1,133816000.0,48735000.0,,,,85081000.0,,,,,717954,,,,,,,,,,,2011-01-06,80750000.0,XBRL,100251000.0,80750000.0,,,217512000.0,179359000.0,,,,,,,,80750000.0,80750000.0,100251000.0,,,,,,,,,,,UNIFIRST CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12129.0,12129.0,,,,,,,,,1491471,,,,,,,,,,,2011-01-06,2818.0,TEXT,14947.0,2818.0,,,14947.0,14947.0,,,2818.0,,,,,2818.0,2818.0,,,,,,,,,,,,WINECOM INC.,2818.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,130051000.0,130051000.0,,,,,,,,,6955,,,,,,,,,,,2011-01-07,,XBRL,367380000.0,130051000.0,,,345837000.0,,,,,,,,,,,367380000.0,,,,,,,,,,,ACTUANT CORP,,,,,,74561000.0,,,,30463000.0,,,,,,,,,,,,,,,,
4,5944.0,8056.0,,,,11795.0,,,,,1275187,,,,,,,,,,,2011-01-07,270.0,HTML,6410.0,270.0,,,20121.0,26531.0,,,,,,,,270.0,270.0,6410.0,,,,,,,,,,,ANGIODYNAMICS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
5,42319315.0,21759848.0,,,,3430660.0,,,,,8947,,,,,,,,,,,2011-01-07,7300000.0,HTML,100000000.0,7300000.0,,,11629.0,28673.0,,,,,,,,7300000.0,7300000.0,100000000.0,,,,,,,,,,,AZZ INC,,,,,17128807.0,,,,,,,,,,,,,,,,,,,,,
6,1272579.0,1026121.0,,,,246458.0,,,,,1137204,,,,,,,,,,,2011-01-07,,HTML,1681669.0,1272579.0,,,1668739.0,1681669.0,,,,,,,,,,,,,,,,,,,,,"Augme Technologies, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
7,347824000.0,253267000.0,,,,94557000.0,,,,,1170010,,,,,,,,,,,2011-01-07,123200000.0,XBRL,27371000.0,883000.0,,,477351000.0,,,,,,,,,122317000.0,122317000.0,27371000.0,,,,,,,,,,,CARMAX INC,,,,,,,,,,,,,,,,,,,883000.0,883000.0,,,,,,
8,316149000.0,71747000.0,,,,244402000.0,,,,,723254,,,,,,,,,,,2011-01-07,609000.0,XBRL,785444000.0,609000.0,,,383682000.0,1052025000.0,,,,,,,,609000.0,609000.0,785444000.0,,,,,,,,,,,CINTAS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
9,789578000.0,,,,438893000.0,350685000.0,,,,,22444,60000000.0,,,,,,,,,,2011-01-07,126918000.0,XBRL,1180901000.0,95787000.0,,,1034515000.0,,,,,,,,,31131000.0,31131000.0,1180901000.0,,,,,,,,,,,COMMERCIAL METALS CO,,,,,,,,,,,,,,,,,,,35787000.0,95787000.0,,,,,,
0,150924000.0,81220000.0,,,,69704000.0,,,,,1003078,,,,,,,,,,,2011-01-06,39361000.0,XBRL,,39361000.0,,,190285000.0,,,,,,,,,39361000.0,39361000.0,,,,,,,,,,,,MSC INDUSTRIAL DIRECT CO INC,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3832.0,9010.0,,,,,,,,,711377,,,,,,,,,,,2011-01-06,,HTML,27121.0,3832.0,,,21297.0,31717.0,4596.0,,,,,,,,,,,,,,,,,,,,NEOGEN CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3269000000.0,1225000000.0,,,,1685000000.0,,,,,320187,,,,,,,,,,,2011-01-06,260000000.0,XBRL,338000000.0,128000000.0,,,3248000000.0,,,,,,,,,132000000.0,132000000.0,338000000.0,,,,,,,,,,,NIKE INC,,,,,359000000.0,,,,,,,,,,,,,,,128000000.0,,,,,,
3,19400.0,9553.0,,,,9847.0,,,,,76267,,,,,,,,,,,2011-01-06,,HTML,28425.0,19400.0,,,23605.0,28425.0,,,,,,,,,,,,,,,,,,,,,PARK ELECTROCHEMICAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17432000.0,,,,,,,,,,1084765,,,,,,,,,,,2011-01-06,,XBRL,,17432000.0,,,58738000.0,,,,,,,,,,,,,,,,,,,,,,RESOURCES CONNECTION INC,,,,,,6546000.0,,,,,,,,,,,,,,,,,,,,
5,32879.0,18750.0,,,,10864.0,,,,,355948,,,,,,,,,,,2011-01-06,18000.0,HTML,112215.0,18000.0,,,108604.0,112709.0,494.0,,,,,,,,,,,,,,,,,,,,RICHARDSON ELECTRONICS LTD/DE,,,,,3265.0,,,,,,,,,,,,,,,18000.0,,,,,,
6,1159069000.0,1159069000.0,,,,,,,,133764000.0,84129,,,,,,,,,,,2011-01-06,51502000.0,XBRL,6185633000.0,51502000.0,,,2175692000.0,,,,,,,,,,,6185633000.0,,,,,,,,,,,RITE AID CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
7,60857.0,60857.0,,,,,,,,,1102392,,,,,,,,,,,2011-01-06,,HTML,,60857.0,,,140857.0,,,,,,,,,,,,,,,,,,,,,,"Royal Energy Resources, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
8,931060000.0,739479000.0,,,,,,,,,914024,,,,,,,,,,,2011-01-06,1247000.0,XBRL,894000.0,1247000.0,,,3932578000.0,,,,,,,,,1532927000.0,1532927000.0,894000.0,,,,,,,,,,,SHAW GROUP INC,,,,,191581000.0,,,,,,,,,1532927000.0,,,,,,,,,,,,
9,50439.0,50439.0,,,,,,,,,724742,,,,,,,,,,,2011-01-06,,HTML,42977.0,50439.0,,,76288.0,,5991.0,,,,,,,,,42977.0,,,,,,,,,,,SYMS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
0,70121.0,747.0,,,69374.0,,,,,,1273784,,,,,,,,,,,2011-01-07,21413.0,HTML,257771.0,21413.0,,,435699.0,695952.0,,,,,,,,21413.0,21413.0,257771.0,,,,,,,,,,,NATIONAL BEEF PACKING CO LLC,,,,,,34910.0,,,,,,,,,,,,,,,,,,,,
1,9621.0,3793.0,,,,5828.0,,,,,1399855,,,,,,,,,,,2011-01-07,,HTML,,9621.0,,,11993.0,,3652.0,,,,,,,,,,,,,,,,,,,,"National American University Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
2,1752.0,14883.0,,,,7125.0,,,,,739608,,,,,,,,,,,2011-01-07,431.0,HTML,18935.0,431.0,,,25916.0,124112.0,,,,,,,18935.0,431.0,50.0,,,,,,,,,,,,PENFORD CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
3,143813.0,143813.0,,,,,,,,,1041803,,,,,,,,,,,2011-01-07,11706.0,HTML,55783.0,3972.0,,,25.0,258215.0,,,,,,,,7734.0,7734.0,55783.0,,,,,,,,,,,PRICESMART INC,,,,,,,,,,,,,,,,,,,,3972.0,,,,,,
4,9981.0,48258.0,,,,176662.0,,,,,276720,,,,,,,,,,,2011-01-07,,HTML,70243750.0,9981.0,,,280720.0,70243750.0,,,,,,,,,,,,,,,,,,,,,PURE CYCLE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,1404943,,,,,,,,,,,2011-01-07,,HTML,,244253.0,,,244253.0,,,,,,,,,,,,,,,,,,,,,,"Photovoltaic Solar Cells, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
6,66249.0,66249.0,,,,,,,,,84290,,,,,,,,,,,2011-01-07,140.0,HTML,98.0,140.0,,,158218.0,,131583.0,,,,,,,140.0,140.0,98.0,,,,,,,,,,,ROBBINS & MYERS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
7,418059000.0,274313000.0,,,,,,,,,110621,,,,,,,,,,,2011-01-07,2674000.0,XBRL,922463000.0,2674000.0,,,600241000.0,1234033000.0,,,,,,,922463000.0,,,,,,,,,,,,,,RPM INTERNATIONAL INC/DE/,,,,,143746000.0,,,,,,,,,,,,,,,,,,,,,
8,4626.0,20321.0,,,,,,,,,68270,,,,,,,,,,,2011-01-07,7639.0,HTML,22670.0,7639.0,,,101209.0,522755.0,,,,,,,22670.0,6420.0,6420.0,,,,,,,,,,,,RUBY TUESDAY INC,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3623.0,3623.0,,,,,,,1192.0,,1070380,,,,,,,,,,,2011-01-07,1192.0,HTML,51241.0,1192.0,,,47785.0,52447.0,1206.0,,,,,,,1192.0,,,,,,,,,,,,,SABA SOFTWARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14224.0,13796.0,,,,,,,,,1022368,,,,,,,,,,,2011-01-07,,HTML,1400.0,14224.0,,,26567.0,3050.0,1650.0,,,,,,,,,,,,,,,,,,,,"SCHIFF NUTRITION INTERNATIONAL, INC.",,,,,428.0,,,,,,,,,,,,,,,,,,,,,
1,120358000.0,91879000.0,,,,,,,,,912603,,,,,,,,,,,2011-01-07,1189000.0,XBRL,99240000.0,1189000.0,,,160113000.0,,,,,,,,99240000.0,1189000.0,,,,,,,,,,,,,SCHNITZER STEEL INDUSTRIES INC,,,,,28479000.0,,,,,,,,,,,,,,,,,,,,,
2,4764.0,,,,1953.0,1239.0,,,,,90896,,,,,,,,,,,2011-01-07,,HTML,,4764.0,,,13439.0,,,,,,,,,,,,,,,,,,,,,,SKYLINE CORP,,,,,1572.0,,,,,,,,,,,,,,,,,,,,,
3,113.0,,,,,,,,,,91668,,,,,,,,,,,2011-01-07,138.0,HTML,2161.0,138.0,,,2033.0,2171.0,10.0,,,,,,,138.0,138.0,,,,,,,,,,,,SOLITRON DEVICES INC,,,,,113.0,,,,,,,,,,,,,,,,,,,,,
4,45104000.0,11772000.0,,,,33332000.0,,,,32872000.0,868611,,,,,,,,,,,2011-01-07,65133000.0,XBRL,529872000.0,65133000.0,,,118608000.0,596146000.0,,,,,,,,65133000.0,,529872000.0,,,,,,,,,,,SONIC CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
5,49672.0,49672.0,,,,,,,,,93314,,,,,,,,,,,2011-01-07,,HTML,,49672.0,,,120085.0,,,,,,,,,,,,,,,,,,,,,,STANDARD CAPITAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
6,44127.0,18306.0,,,,,,,,,318833,,,,,,,,,,,2011-01-07,316.0,HTML,77373.0,316.0,,,45338.0,130060.0,,,,,,,,316.0,316.0,77373.0,,,,,,,,,,,TEAM INC,,,,,25821.0,,,,,,,,,,,,,,,,,,,,,
7,107669000.0,56214000.0,,,,51455000.0,,,,,97472,,,,,,,,,,,2011-01-07,234000.0,XBRL,538620000.0,234000.0,,,107903000.0,,,,,,,,538620000.0,234000.0,,,,,,,,,,,,,TEXAS INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,
8,296228.0,,,,,,,,,,98338,,,,,,,,,,,2011-01-07,,HTML,,296228.0,,,3279576.0,,,,,,,,,,,,,,,,,,,,,,TSR INC,,,,,1596378.0,,,,,,,,,,,,,,,,,,,,,
9,70161.0,608.0,,,69553.0,,,,,,1289237,,,,,,,,,,,2011-01-07,22185.0,HTML,257771.0,22185.0,,,425433.0,685686.0,,,,,,,,22185.0,22185.0,257771.0,,,,,,,,,,,"U. S. Premium Beef, LLC",,,,,,35701.0,,,,,,,,,,,,,,,,,,,,
0,122179.0,901.0,,,39210.0,,,,,,916789,,,,,,,,,,,2011-01-10,,HTML,53000.0,122179.0,,,174278.0,267491.0,,,,,,,,,,53000.0,,,,,,,,,,,HELEN OF TROY LTD,,,,,82068.0,,,,,,,,,,,,,,,,,,,,,
1,6652436.0,5743050.0,,,,909386.0,,,,,49534,,,,,,,,,,,2011-01-10,,HTML,12182479.0,6652436.0,,,11797278.0,12182479.0,,,,,,,,,,,,,,,,,,,,,LIFE PARTNERS HOLDINGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1401077.0,,,,,,,,,,1395205,,,,,,,,,,,2011-01-10,,HTML,,1401077.0,,,1524001.0,,,,,,,,,,,,,,,,,,,,,,MAINLAND RESOURCES INC.,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4385.0,2266.0,,,,2119.0,,,,,1032067,,,,,,,,,,,2011-01-10,,HTML,,4385.0,,,4385.0,,,,,,,,,,,,,,,,,,,,,,MEADE INSTRUMENTS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,1440799,,,,,,,,,,,2011-01-10,789048.0,HTML,2673374.0,789048.0,,,1884326.0,2673374.0,,,,,,,,789048.0,789048.0,,,,,,,,,,,,"Management Energy, Inc.",789048.0,789048.0,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,1440819,,,,,,,,,,,2011-01-10,,FAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,PAPERWORKS INC.,,,,,,,,,,,,,,,,,,,,,,,,,,
6,34181.0,34181.0,,,,,,,,,1080448,,,,,,,,,,,2011-01-10,,HTML,,34181.0,,,34181.0,,,,,,,,,,,,,,,,,,,,,,PATRIOT GOLD CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
7,58724.0,182863.0,,,,,,,,,1099215,,,,,,,,,,,2011-01-10,,HTML,1214452.0,58724.0,,,521017.0,1214452.0,,,,,,,,,,,,,,,,,,,,,PROTALEX INC,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15212.0,15212.0,,,,,,,,,1380713,,,,,,,,,,,2011-01-10,,HTML,,15212.0,,,48121.0,,,,,,,,,,,,,,,,,,,,,,Pana-Minerales S.A.,,,,,,,,,,,,,,,,,,,,,,,,,,
9,442042.0,439213.0,,,,2829.0,,,,,1359504,,,,,,,,,,,2011-01-10,,HTML,487063.0,442042.0,,,487063.0,487063.0,,,,,,,,,,,,,,,,,,,,,"Phreadz, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
0,9442.0,2052.0,,,,,,,,,1400400,,,,,,,,,,,2011-01-07,,HTML,,9442.0,,,57270.0,,1368.0,,,,,,,,,,,,,,,,,,,,"DemandTec, Inc.",,,,,1679.0,,,,,,,,,,,,,,,,,,,,,
1,200213.0,,,,,,,,,,1182011,,,,,,,,,,,2011-01-07,,HTML,2194731.0,200213.0,,,2157722.0,2194731.0,,,,,,,,,,,,,,,,,,,,,FORCE FUELS INC.,,,,,,,,,,,,,,,,,,,,,,,,,,
2,210341.0,,,,,,,,,,923120,,,,,,,,,,,2011-01-07,,HTML,,210341.0,,,210341.0,,,,,,,,,,,,,,,,,,,,,,GREENBRIER COMPANIES INC,,,,,20595.0,,,,,,,,,,,,,,,,,,,,,
