,ACCOUNTSPAYABLEANDACCRUEDLIABILITIESCURRENT,ACCOUNTSPAYABLECURRENT,ACCOUNTSPAYABLEOTHERCURRENT,ACCOUNTSPAYABLERELATEDPARTIESCURRENT,ACCOUNTSPAYABLETRADECURRENT,ACCRUEDLIABILITIESCURRENT,BANKOVERDRAFTS,BRIDGELOAN,CAPITALLEASEOBLIGATIONSCURRENT,CAPITALLEASEOBLIGATIONSNONCURRENT,CIK,COMMERCIALPAPER,COMMERCIALPAPERNONCURRENT,CONSTRUCTIONLOAN,CONSTRUCTIONLOANNONCURRENT,CONVERTIBLEDEBTCURRENT,CONVERTIBLEDEBTNONCURRENT,CONVERTIBLELONGTERMNOTESPAYABLE,CONVERTIBLENOTESPAYABLECURRENT,CONVERTIBLESUBORDINATEDDEBTCURRENT,CONVERTIBLESUBORDINATEDDEBTNONCURRENT,DATE,DEBTCURRENT,EXTRACTCODE,FINALLONGTERM,FINALSHORTTERM,JUNIORSUBORDINATEDLONGTERMNOTES,JUNIORSUBORDINATEDNOTESCURRENT,LIABILITIESCURRENT,LIABILITIESNONCURRENT,LIABILITIESOTHERTHANLONGTERMDEBTNONCURRENT,LINESOFCREDITCURRENT,LOANSPAYABLECURRENT,LOANSPAYABLETOBANKCURRENT,LONGTERMCOMMERCIALPAPERCURRENT,LONGTERMCONSTRUCTIONLOANCURRENT,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONS,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONSCURRENT,LONGTERMDEBTCURRENT,LONGTERMDEBTNONCURRENT,LONGTERMLINEOFCREDIT,LONGTERMLOANSFROMBANK,LONGTERMLOANSPAYABLE,LONGTERMNOTESANDLOANS,LONGTERMNOTESPAYABLE,LONGTERMPOLLUTIONCONTROLBOND,LONGTERMPOLLUTIONCONTROLBONDCURRENT,LONGTERMTRANSITIONBOND,LONGTERMTRANSITIONBONDCURRENT,MEDIUMTERMNOTESCURRENT,NAME,NOTESANDLOANSPAYABLECURRENT,NOTESPAYABLECURRENT,NOTESPAYABLETOBANKCURRENT,NOTESPAYABLETOBANKNONCURRENT,OTHERACCRUEDLIABILITIESCURRENT,OTHERLIABILITIESCURRENT,OTHERLOANSPAYABLECURRENT,OTHERLOANSPAYABLELONGTERM,OTHERLONGTERMDEBTCURRENT,OTHERLONGTERMDEBTNONCURRENT,OTHERLONGTERMNOTESPAYABLE,OTHERNOTESPAYABLECURRENT,OTHERSHORTTERMBORROWINGS,SECUREDDEBTCURRENT,SECUREDLONGTERMDEBT,SECURITIESSOLDUNDERAGREEMENTSTOREPURCHASE,SENIORLONGTERMNOTES,SENIORNOTESCURRENT,SHORTTERMBANKLOANSANDNOTESPAYABLE,SHORTTERMBORROWINGS,SHORTTERMNONBANKLOANSANDNOTESPAYABLE,SUBORDINATEDDEBTCURRENT,SUBORDINATEDLONGTERMDEBT,UNSECUREDDEBTCURRENT,UNSECUREDLONGTERMDEBT,WAREHOUSEAGREEMENTBORROWINGS
4,414795.0,198616.0,,,,,,,,,1100389,,,,,,,,,,,2007-04-05,35000.0,HTML,,35000.0,,,8243.0,,,,,,,,,35000.0,35000.0,,,,,,,,,,,,PALM INC,,,,,216179.0,,,,,,,,,,,,,,,,,,,,,
5,17375.0,,,,,,,,,,1084765,,,,,,,,,,,2007-04-05,,HTML,76573.0,17375.0,,,67094.0,81991.0,5418.0,,,,,,,,,,,,,,,,,,,,RESOURCES CONNECTION INC,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,1302834,,,,,,,,,,,2007-04-05,,TEXT,14419985.0,14200433.0,,,14200433.0,14419985.0,,,,,,,,,,,,,,,,,,,,,Ridgewood Energy M Fund LLC,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,1302834,,,,,,,,,,,2007-04-05,,TEXT,2239854.0,2017535.0,,,2017535.0,2239854.0,,,,,,,,,,,,,,,,,,,,,Ridgewood Energy M Fund LLC,,,,,,,,,,,,,,,,,,,,,,,,,,
8,168822.0,125833.0,,,,4696.0,,,,,87565,,,,,,,,,,,2007-04-05,,HTML,151814.0,168822.0,,,206628.0,,86897.0,,,,,,,,,151814.0,,,,,,,,,,,SCHULMAN A INC,,,,,38293.0,,,,,,,,,,,,,,,,,,,,,
9,129001.0,129001.0,,,,,,,,,748015,,,,,,,,,,,2007-04-05,,HTML,,129001.0,,,129001.0,,42382.0,,,,,,,,,,,,,,,,,,,,SEALY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
0,61523.0,2461.0,,,59062.0,,,,,,1289237,,,,,,,,,,,2007-04-05,3400.0,HTML,442463.0,3400.0,,,163236.0,608544.0,,,,,,,,3400.0,3400.0,442463.0,,,,,,,,,,,"U. S. Premium Beef, LLC",,,,,,10347.0,,,,,,,,,,,,,,,,,,,,
1,129876.0,42042.0,,,,87834.0,,,,,717954,,,,,,,,,,,2007-04-05,,HTML,,129876.0,,,130531.0,,,,,,,,,,,,,,,,,,,,,,UNIFIRST CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
2,173898.0,,,,117656.0,,,,,,6955,,,,,,,,,,,2007-04-06,4423.0,HTML,590144.0,351.0,,,238073.0,,20986.0,,,,,,,4072.0,4072.0,590144.0,,,,,,,,,,,ACTUANT CORP,,,,,56242.0,,,,,,,,,,,,,,,351.0,,,,,,
3,74106.0,,,,,74106.0,,,,,790730,,,,,,,,,,,2007-04-06,10000.0,HTML,71263.0,10000.0,,,141530.0,273216.0,60423.0,,,,,,,10000.0,10000.0,71263.0,,,,,,,,,,,AMERON INTERNATIONAL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
4,488814.0,,,,488814.0,,,,,,22444,,,,,,,,,,,2007-04-06,18787.0,HTML,309170.0,18787.0,,,978073.0,1419265.0,98727.0,,,,,,,18787.0,18787.0,309170.0,,,,,,,,,,,COMMERCIAL METALS CO,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10509.0,5230.0,,,,5279.0,,,,,902281,,,,,,,,,,,2007-04-06,,TEXT,19859.0,10509.0,,,11413.0,21590.0,1731.0,,,,,,,,,,,,,,,,,,,,ELECTROGLAS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1857.0,,,,,,,,,,39368,,,,,,,,,,,2007-04-06,25000.0,HTML,162000.0,25000.0,,,276054.0,572162.0,,,,,,,,25000.0,25000.0,162000.0,,,,,,,,,,,FULLER H B CO,,,,,1857.0,,,,,,,,,,,,,,,,,,,,,
7,107040.0,,,,,,,,,746.0,1123360,,,,,,,,,,,2007-04-06,,HTML,224383.0,107040.0,,,1400.0,240349.0,15966.0,,,,,,,,,,,,,,,,,,,,GLOBAL PAYMENTS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
8,558718.0,,,,218193.0,,,,,,63754,,,,,,,,,,,2007-04-06,337023.0,HTML,418426.0,185774.0,,,895741.0,1570060.0,255893.0,,,,,,,151249.0,151249.0,418426.0,,,198558.0,198558.0,,,,,,,MCCORMICK & CO INC,,,,,340525.0,,,,,,,,,,,,,,,185774.0,,,,,,
9,110.0,547.0,,,,1957.0,,,,,1110783,,,,,,,,,,,2007-04-06,55.0,HTML,1581.0,55.0,,,2559.0,,,,,,,,,,,1581.0,,,,,,,,,,,MONSANTO CO /NEW/,,,,,,,,,,,,,,,,,,,,55.0,,,,,,
0,,,,,,,,,,,895421,,,,,,,,,,,2007-04-06,4523.0,HTML,159833.0,4523.0,,,4523.0,,,,,,,,,,,159833.0,,,159833.0,159833.0,,,,,,,MORGAN STANLEY,,,,,,,,,,,,,,,,,,,,4523.0,,,,,,
1,12104.0,,,,3917.0,4751.0,,,,,90896,,,,,,,,,,,2007-04-06,,HTML,,12104.0,,,29116.0,,,,,,,,,,,,,,,,,,,,,,SKYLINE CORP,,,,,3436.0,,,,,,,,,,,,,,,,,,,,,
2,3883.0,,,,3883.0,,,,,39.0,104207,,,,,,,,,,,2007-04-06,,HTML,88.0,3883.0,,,5815.0,1287.0,1199.0,,,,,,,,,,,,,,,,,,,,WALGREEN CO,,,,,,1723.0,,,,,,,,,,,,,,,,,,,,
3,471155.0,128916.0,,,,342239.0,,,,,738076,,,,,,,,,,,2007-04-09,,HTML,,471155.0,,,471155.0,,,,,,,,,,,,,,,,,,,,,,3COM CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,796343,,,,,,,,,,,2007-04-09,,HTML,796109.0,655524.0,,,655524.0,796109.0,,,,,,,,,,,,,,,,,,,,,ADOBE SYSTEMS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8756.0,4746.0,,,,,,,,,3545,,,,,,,,,,,2007-04-09,1340.0,HTML,132213.0,1340.0,,,17642.0,132213.0,,,,,,,,1340.0,1340.0,,,,,,,,,,,,ALICO INC,1340.0,1340.0,,,4010.0,,,,,,,,,,,,,,,,,,,,,
6,42.0,20083.0,,,,21885.0,,,,,886046,,,,,,,,,,,2007-04-09,979.0,HTML,,979.0,,,142005.0,,,,,,,,,979.0,979.0,0.0,,,,,,,,,,,ARROW INTERNATIONAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,777001,,,,,,,,,,,2007-04-09,,TEXT,24840474.0,,,,,24840474.0,,,,,,,,,,,,,,,,,,,,,BEAR STEARNS COMPANIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,
8,53482.0,,,,,,,,,,16160,,,,,,,,,,,2007-04-09,13610.0,HTML,94383.0,13610.0,,,84137.0,127385.0,3701.0,,,,,,,13610.0,13610.0,94383.0,,,,,,,,,,,CAL MAINE FOODS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2402.0,1586.0,,,,,,,,,719722,,,,,,,,,,,2007-04-09,428.0,HTML,3800.0,428.0,,,5947.0,10701.0,,,,,,,,428.0,428.0,3800.0,,,,,,,,,,,CARDIODYNAMICS INTERNATIONAL CORP,,,,,816.0,,,,,,,,,,,,,,,,,,,,,
0,27367.0,793103.0,,,,,,,,,823277,,,,,,,,,,,2007-04-09,61704.0,HTML,654366.0,61704.0,,,147944.0,5820957.0,,,,,,,,61704.0,61704.0,654366.0,,,,,,,,,,,CHS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
1,129488.0,129488.0,,,,,,,,,913590,,,,,,,,,,,2007-04-09,,HTML,161730.0,129488.0,,,150930.0,161730.0,,,,,,,,,,,,,,,,,,,,,"CLST Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0,2.0,,,,,,,,,902277,,,,,,,,,,,2007-04-09,3256.0,TEXT,,3256.0,,,9.0,,,,,,,,,3256.0,3256.0,0.0,,,,,,,,,,,DELTA & PINE LAND CO,,,,,,,,,,,,,,,,,,,,,,,,,,
3,534990.0,533493.0,,1497.0,,,,,,,1012569,,,,,,,,,,,2007-04-09,40558.0,HTML,519377.0,40558.0,,,908956.0,582668.0,8393.0,,,,,,,40558.0,40558.0,519377.0,,,,,,,,,,,"Energy Transfer Partners, L.P.",,,,,,,,,,,,,,,,,,,,,,,,,,
4,19009.0,,,,,,,,,,1013237,,,,,,,,,,,2007-04-09,,HTML,78010.0,19009.0,,,70030.0,90586.0,12576.0,,,,,,,,,,,,,,,,,,,,FACTSET RESEARCH SYSTEMS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,1309402,,,,,,,,,,,2007-04-09,2460000.0,HTML,8377196.0,2460000.0,,,12590766.0,8417696.0,,,,,,,,2460000.0,2460000.0,8377196.0,,,,,,,,,,,"GREEN PLAINS RENEWABLE ENERGY, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,
6,31809.0,16582.0,,,,15227.0,,,,,704415,,,,,,,,,,,2007-04-09,20089.0,HTML,328169.0,20089.0,,,121439.0,,11478.0,,,,,,,20089.0,20089.0,328169.0,,,,,,,,,,,"HEALTHWAYS, INC",,,,,,,,,,,,,,,,,,,,,,,,,,
7,6257.0,6257.0,,,,,,,,,935007,,,,,,,,,,,2007-04-09,60235.0,HTML,102998.0,60235.0,,,33537.0,150397.0,3920.0,,,,,,,60235.0,60235.0,102998.0,,,,,,,,,,,HORIZON HEALTH CORP /DE/,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12154.0,29577.0,,,,,,,,,51548,,,,,,,,,,,2007-04-09,28452.0,HTML,367324.0,28452.0,,,39617.0,,866.0,,,,,,,28452.0,28452.0,367324.0,,,,,,,,,,,INTERNATIONAL SPEEDWAY CORP,,,,,19226.0,,,,,,,,,,,,,,,,,,,,,
9,26952.0,981283.0,,,,,,,,,795266,,,,,,,,,,,2007-04-09,,HTML,26952.0,26952.0,,,1335730.0,26952.0,,,,,,,,,,,,,,,,,,,,,KB HOME,,,,,,1308778.0,,,,,,,,,,,,,,,,,,,,
0,3330236.0,3330236.0,,,,,,,,,920947,,,,,,,,,,,2007-04-09,,HTML,4462468.0,3330236.0,,,3330236.0,4462468.0,,,,,,,,,,,,,,,,,,,,,NORTHFIELD LABORATORIES INC /DE/,,,,,,,,,,,,,,,,,,,,,,,,,,
1,88.0,32380.0,,,,9612.0,,,,,739608,,,,,,,,,,,2007-04-09,11468.0,HTML,74239.0,7411.0,,,53460.0,160299.0,,,,,,,74239.0,4057.0,2249.0,,,,,,,,,,,,PENFORD CORP,,,,,,,,,,,,,,,,,,,,7411.0,,,,,,
2,72884.0,72503.0,,381.0,,,,,,,1041803,,,,,,,,,,,2007-04-09,5062.0,HTML,53.0,4062.0,,,988.0,124240.0,,,,,,,,1000.0,1000.0,53.0,,,,,,,,,,,PRICESMART INC,,,,,,,,,,,,,,,,,,,,4062.0,,,,,,
3,20781.0,13994.0,,,,,,,,,876167,,,,,,,,,,,2007-04-09,65.0,HTML,1583.0,65.0,,,210731.0,,3778.0,,,,,,,65.0,65.0,1583.0,,,,,,,,,,,PROGRESS SOFTWARE CORP /MA,,,,,21972.0,,,,,,,,,,,,,,,,,,,,,
4,559.0,158.0,,,,,,,,,1016289,,,,,,,,,,,2007-04-09,,HTML,,559.0,,,1486.0,,,,,,,,,,,,,,,,,,,,,,PYR ENERGY CORP,,,,,401.0,,,,,,,,,,,,,,,,,,,,,
5,1861022.0,,,,892644.0,,,,,,729213,,,,,,,,,,,2007-04-09,,HTML,,1861022.0,,,1861022.0,,,,,,,,,,,,,,,,,,,,,,QMED INC,,,,,,,,,,,,,,,,,,,,,,,,,,
6,355138.0,250775.0,,,,,,,,,110621,,,,,,,,,,,2007-04-09,3514.0,HTML,936541.0,3514.0,,,597138.0,1353055.0,102215.0,,,,,,,3514.0,3514.0,936541.0,,,,,,,,,,,RPM INTERNATIONAL INC/DE/,,,,,104363.0,,,,,,,,,,,,,,,,,,,,,
7,219499.0,3461.0,,3461.0,,212577.0,,,,,1199114,,,,,,,,,,,2007-04-09,1802.0,HTML,824984.0,1802.0,,,472521.0,1338306.0,40801.0,,,,,,,1802.0,1802.0,824984.0,,,,,,,,,,,S&C HOLDCO 3 INC,,,,,,,,,,,,,,,,,,,,,,,,,,
8,111517.0,80490.0,,,,3740.0,,,,,912603,,,,,,,,,,,2007-04-09,15049.0,HTML,159804.0,15049.0,,,163185.0,,5328.0,,,,,,,15049.0,15049.0,159804.0,,,,,,,,,,,SCHNITZER STEEL INDUSTRIES INC,,,,,27287.0,,,,,,,,,,,,,,,,,,,,,
9,58877.0,27486.0,,,,31391.0,,,,38547.0,868611,,,,,,,,,,,2007-04-09,,HTML,612660.0,58877.0,,,78833.0,,15249.0,,,,,,,,,612660.0,,,,,,,,,,,SONIC CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1978.0,56407.0,,,,28479.0,,,,,355948,,,,,,,,,,,2007-04-12,16.0,HTML,133433.0,16.0,,,1803.0,220138.0,,,,,,,,16.0,16.0,133433.0,,,,,,,,,,,RICHARDSON ELECTRONICS LTD/DE,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61841.0,9616.0,,,,52225.0,,,,,1085280,,,,,,,,,,,2007-04-12,1924.0,HTML,45801.0,1924.0,,,171629.0,251801.0,4767.0,,,,,,,1924.0,1924.0,45801.0,,,,,,,,,,,TIBCO SOFTWARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,
2,268.0,268.0,,,,,,,,,1040470,,,,,,,,,,,2007-04-13,,TEXT,4257.0,268.0,,,4024.0,4257.0,,,,,,,,,,,,,,,,,,,,,AEHR TEST SYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,
